,id,question,company,answer
114,316,常熟风范电力设备股份有限公司在报告期内的资产总额及逐年变化趋势如何？,常熟风范电力设备股份有限公司,"资产总额的计算方式为：流动资产 + 非流动资产 = 总资产
因此，我们可以根据以上材料提供的数据计算出各年度的资产总额：
2007年：1000 + 500 = 1500万元
2008年：1200 + 600 = 1800万元
2009年：1500 + 800 = 2300万元
2010年：2000 + 1000 = 3000万元
可以看出，在报告期内，该公司的总资产呈现出逐年上升的趋势。"
115,318,新疆浩源天然气股份有限公司的主要业务是什么？,新疆浩源天然气股份有限公司, 公司的主要业务包括天然气长输管道运输、城市燃气输配及天然气加气站运营业务。
116,320,大连派思燃气系统股份有限公司在何时获得美国GE公司的合格供应商认证？,大连派思燃气系统股份有限公司,依据给定材料，公司获得了美国GE公司的合格供应商认证。
117,322,青海互助青稞酒股份有限公司报告期内面临的最重要风险因素是什么？,青海互助青稞酒股份有限公司,公司属于白酒酿造行业，由于消费者对白酒的消费具有季节性变化，公司营业收入具有一定的季节性波动特点。每年10月前后是中秋节和国庆节，12月、1月、2月前后是元旦、春节，且前述时期均属于青海省及周边省份气温较低的月份，属于青稞酒销售旺季。2008年-2010年，前述四个月的销售收入占当年主营业务收入比例分别为41.45%、40.33%、42.41%。季节性因素对公司业绩的稳定性存在一定的影响。
118,324,截至2016年6月30日，华达汽车科技股份有限公司及子公司共有技术研发人员多少人？技术研发人占员工总人数的多大比例？,华达汽车科技股份有限公司,截至2016年6月30日，公司及子公司共有技术研发人员286人，占员工总人数的43.08%。
119,328,2007年度、2008年度、2009年度，杭州中恒电气股份有限公司的加权平均净资产收益率分别是多少？,杭州中恒电气股份有限公司,"2007年度、2008年度、2009年度的加权平均净资产收益率分别为12.45%，21.61%，27.76%。
回答能。"
120,332,森赫电梯股份有限公司产品的材料成本占整梯生产成本的多大比例？,森赫电梯股份有限公司, 产品生产成本中，材料成本占据主要部分。
121,333,2007年、2008年、2009年、2010年1-6月，南京中电联环保股份有限公司收到的增值税返还分别为多少？,南京中电联环保股份有限公司,2007年、2008年、2009年、2010年1-6月，收到的增值税返还分别为171.49万元、202.89万元、235.73万元、130.07万元。
122,334,确成硅化学股份有限公司生产的沉淀法二氧化硅广泛应用于哪些行业？其中对哪个行业的依赖度大？,确成硅化学股份有限公司,生产的沉淀法二氧化硅广泛应用于鞋类、轮胎、其他橡胶制品、农药、涂料、牙膏等行业。其中，轮胎行业的依赖度较大。
123,336,截至2009年12月31日，杭州中恒电气股份有限公司具有大、中专以上学历员工占员工总数的比例是多少？,杭州中恒电气股份有限公司,截至2009年12月31日，具有大、中专以上学历员工占员工总数的比例是84.29%。
124,342,深圳市铁汉生态环境股份有限公司所在的生态环境建设行业涉及的两个领域是什么？,深圳市铁汉生态环境股份有限公司," 
生态环境建设行业涉及的两个领域是：生态修复和园林绿化。"
125,346,杭州中恒电气股份有限公司计划在项目建设期增加多少固定资产投资？,杭州中恒电气股份有限公司," 10,980万元"
126,347,湖南长远锂科股份有限公司公司的生产成本包括哪些部分？,湖南长远锂科股份有限公司,公司主营业务成本的构成情况以直接材料为主，除2020年三元前驱体偶发性单一销售影响外，主要产品中的直接材料占成本的比例均超过90%，各期占比较为稳定。因此，公司的生产成本主要包括直接材料。
127,348,深圳信立泰药业股份有限公司的英文名称是？,深圳信立泰药业股份有限公司,"Shenzhen Salubris Pharmaceuticals Co., Ltd."
128,350,华达汽车科技股份有限公司的主营业务是什么？,华达汽车科技股份有限公司,公司的主营业务是乘用车车身冲压件、管类件及相关模具的生产和销售。
129,353,云南沃森生物技术股份有限公司创始人的研发资质如何？,云南沃森生物技术股份有限公司,公司创始人之一的陈尔佳先生是副总经理，他曾经在国内主要杂志发表学术论文十余篇，取得或申请发明专利两项，还获得了“2000年北京市科技进步二等奖”的荣誉。另一位创始人刘红岩先生也是副总经理，他在国内外杂志发表学术论文十余篇，取得了多项专利，并获得了“2000年北京市科技进步二等奖”的荣誉。此外，公司的技术总监黄镇先生也曾经在国内杂志发表过学术论文，并获得了“2000年国家科技进步二等奖”、“2000年北京市科技进步二等奖”等多项荣誉。因此，可以说这些创始人都具备一定的研发能力。
130,354,读者出版传媒股份有限公司每年与各印刷厂签订的《读者》印刷协议中，2014年度的含税基本印刷单价是多少？,读者出版传媒股份有限公司,1.42元/册
131,355,浙江双飞无油轴承股份有限公司的主要原材料是什么？,浙江双飞无油轴承股份有限公司,公司生产所需的主要原材料包括铜粉、钢板、铜套、铜板。
132,357,浙江开尔新材料股份有限公司和合肥翰林是否按规定为员工缴纳了社会保险？,浙江开尔新材料股份有限公司,根据材料可知，发行人于2008至2009年间未为部分员工缴纳社保，但已逐年加大了员工参保力度，截至2010年12月31日，仍有部分员工未在公司参与社会保险。对于应缴未缴的社会保险，发行人进行了测算，2010、2009、2008年分别应补缴31.52万元、76.74万元、69.04万元，合计应补缴177.294万元，占报告期累计利润总额的比例为2.46%。此外，发行人对报告期内应缴未缴的住房公积金也进行了测算，2010、2009、2008年分别应补缴41.83万元、30.93万元、21.41万元，合计应补缴94.16万元，占报告期累计利润总额的比例为1.31%。因此，虽然发行人过去存在未为部分员工缴纳社会保险的情况，但已经进行了相应的补缴，并且对未来的社会保险和住房公积金也做出了相应的规划和承诺，因此可以认为发行人已经尽力确保员工的合法权益。
133,358,对湖南国科微电子股份有限公司持续盈利能力可能产生重大不利影响的因素主要包括哪些？,湖南国科微电子股份有限公司,"根据给定材料，对持续盈利能力可能产生重大不利影响的因素主要包括以下几点：
(1) 原材料价格波动风险；
(2) 供应商集中度较高的风险；
(3) 客户集中度较高的风险；
(4) 长期股权投资减值风险；
(5) 净资产收益率下降的风险；
(6) 产业政策变化的风险。"
134,365,报告期内，南京中电联环保股份有限公司流动比率、速动比率呈什么趋势？公司资产流动性水平如何？所面临的流动性风险水平如何？,南京中电联环保股份有限公司,"能否根据给定材料回答问题: 能
报告期间，流动比率和速动比率均呈现上升趋势。公司资产流动性水平良好，所面临的流动性风险水平较低。"
135,367,为什么广东银禧科技股份有限公司核心技术大部分为非专利技术？,广东银禧科技股份有限公司,因为非专利技术在很多情况下也可以发挥重要作用，而且相对于专利技术而言，非专利技术更容易被保护和控制。此外，非专利技术也可以通过其他方式如保密协议等进行保护，因此许多企业更倾向于使用非专利技术。另外，由于非专利技术的研发成本较低，因此一些小型企业或不具备较强研发能力的企业也会选择使用非专利技术。
136,370,深圳市超频三科技股份有限公司主要采购哪些原材料？,深圳市超频三科技股份有限公司,根据给定材料，公司主要采购铝带、铝型材、塑胶件、风扇等原材料。
137,371,2019年1-6月，浙江双飞无油轴承股份有限公司向前五大供应商采购原材料金额占同期采购总额的比例是多少？,浙江双飞无油轴承股份有限公司,60.98%
138,376,读者出版传媒股份有限公司期刊、图书出版业的产业链主要包括哪些环节？,读者出版传媒股份有限公司,整个上下游产业链中，内容策划和书刊原材料供应处于前端体系，出版环节是核心中端体系，并通过下游的印刷、发行、零售组成完整的产业链条。
139,378,青海互助青稞酒股份有限公司设置哪些部门？,青海互助青稞酒股份有限公司,"  
白酒行业的主管部门是国家发改委以及地方人民政府相应的职能部门，国家其他各部门也根据各自职责对行业实施监管。 白酒行业的行业自律组织为中国酿酒工业协会白酒分会、中国食品工业协会白酒专业委员会、中国酒类流通协会。 根据国务院2004年9月发布的《关于进一步加强食品安全工作的决定》（国发 [2004]23号），食品安全工作按照一个监管环节由一个部门监管的原则，采取分段监管为主、品种监管为辅的方式，进一步理顺食品安全监管职能，明确责任。 农业部门负责初级农产品生产环节的监管；质检部门负责食品生产加工环节的监管，将现由卫生部门承担的食品生产加工环节的卫生监管职责划归质检部门；工商部门负责食品流通环节的监管；卫生部门负责餐饮业和食堂等消费环节的监管；食品药品监管部门负责对食品安全的综合监督、组织协调和依法组织查处重大事故。 农业、发展改革和商务等部门按照各自职责，做好种植养殖、食品加工、流通、消费环节的行业管理工作。 进一步发挥行业协会和中介组织的作用。"
140,382,宁波立立电子股份有限公司募集资金的6－8英寸硅抛光片扩产项目建设工期预计为几年？,宁波立立电子股份有限公司,6-8英寸硅抛光片扩产项目的建设工期预计为2年。
141,385,常熟风范电力设备股份有限公司主要客户的收款周期和发生坏帐的可能性如何？,常熟风范电力设备股份有限公司,主要客户的收款周期和发生坏帐的可能性较低。由于公司应收账款的主要客户是信用良好的电力企业，且公司已经计提了相应的坏账准备，因此发生坏账的风险较小。同时，公司的预付账款和其他应收款的账龄也普遍较短，风险相对较低。
142,389,东莞勤上光电股份有限公司建立的LED照明产品系列包括哪些？,东莞勤上光电股份有限公司,公司自主研发和生产的 LED 照明产品主要包括户外照明产品、景观亮化照明产品、室内照明产品等三大系列。同时，公司还提供 LED 显示屏产品。
143,398,在采购端，上海真兰仪表科技股份有限公司与中国科学院控股有限公司下属成都中科唯实仪器有限责任公司设立的公司是什么？公司持股多大比例？,上海真兰仪表科技股份有限公司,公司与中国科学院控股有限公司下属成都中科唯实仪器有限责任公司设立的公司是中科智成，公司持股25%。
144,399,报告期内，宁波立立电子股份有限公司硅抛光片产品2005年毛利率稍低的主要原因是什么？,宁波立立电子股份有限公司, (1)公司大量新购生产设备造成折旧增加，而新增产能和销售收入未能及时体现。
145,400,宁波立立电子股份有限公司企业所得税的法定税率是多少？,宁波立立电子股份有限公司,33%
146,401,报告期内，湖南国科微电子股份有限公司的主营业务收入主要来源于什么产品？,湖南国科微电子股份有限公司, 公司的主营业务收入来源于广播电视系列芯片和智能视频监控系列芯片。
147,404,2008年度、2009年度深圳市铁汉生态环境股份有限公司园林绿化工程收入的增长率分别为多少？,深圳市铁汉生态环境股份有限公司, 2008年度、2009年度园林绿化工程收入的增长率分别为98.14%和62.21%。
148,416,烟台杰瑞石油服务集团股份有限公司所属行业在产品销售和服务的地点上体现出怎样的区域性特征？,烟台杰瑞石油服务集团股份有限公司,公司产品销售或服务的地点上体现出向全国主要油田集中的区域性特征。
149,418,江苏旷达汽车织物集团股份有限公司的营业收入主要包括哪些？,江苏旷达汽车织物集团股份有限公司,公司的营业收入主要包括运输费、营销人员工资及福利费、仓储费和差旅费等。其中，运输费是营业费用中最主要的项目，占比在50%以上。此外，还包括业务招待费、差旅费、仓储费、营销人员工资福利费等。
150,421,华达汽车科技股份有限公司的实际控制人是谁？截至本招股意向书签署日，公司实际控制人控制本公司多大比例的股份。,华达汽车科技股份有限公司,截至本招股意向书签署日，公司实际控制人为陈竞宏、葛江宏、刘丹群、朱世民、许霞，以上五人合计控制发行人78.69%的股份。
151,423,常熟风范电力设备股份有限公司在国际市场上的主要合作伙伴有哪些？,常熟风范电力设备股份有限公司,国际市场上主要的合作伙伴有美国、西班牙、土耳其、埃及、印度和我国等国家。
152,424,读者出版传媒股份有限公司本次发行前各股东间的关联关系情况如何？,读者出版传媒股份有限公司,根据上述材料，本次发行前各股东间的关联关系情况没有被明确说明。
153,430,烟台杰瑞石油服务集团股份有限公司的战略规划是什么？,烟台杰瑞石油服务集团股份有限公司, 通过收购、兼并、控股、参股等多种资本运营方式，将公司现有的油田专用设备生产及油田技术服务做大做强。同时公司将扩展代理、分销产品群体，加快技术开发成果转化，扩大规模效益，发展公司核心竞争力，加快企业自我发展。
154,436,根据森赫电梯股份有限公司招股意见书，目前国内电梯市场中，外资品牌和国内电梯品牌各占多少份额？,森赫电梯股份有限公司,在国内电梯市场，内外资品牌的占比呈现出二元竞争格局。其中，外资品牌占据着较大的市场份额，而国内电梯品牌则相对较少。但是，随着本土优秀民族品牌电梯企业的制造能力、产品质量及服务水平、经营管理能力的提升，综合竞争实力逐步增强，市场占有率会逐步提高。因此，未来国内电梯品牌有望在国内市场中占有更大的份额。
155,437,根据《CRCC产品认证实施规则》，《铁路产品认证证书》有效期为多久？北京天宜上佳高新材料股份有限公司取得 《铁路产品认证证书》后，至少多久需要接受一次监督？,北京天宜上佳高新材料股份有限公司,《CRCC产品认证实施规则》，《铁路产品认证证书》有效期为5年，取得 “铁路产品认证证书”后，至少每12个月需要接受一次监督。
156,438,2019年1-6月浙江双飞无油轴承股份有限公司经营业绩出现下滑的原因是什么？,浙江双飞无油轴承股份有限公司, 2019年1-6月，公司下游客户订单需求减少，导致公司配套汽车行业的SF型轴承销量同比减少。同时，受汽车行业低迷和中美贸易摩擦的影响，公司下游客户订单需求减少，导致公司收入同比减少。
157,447,深圳市超频三科技股份有限公司现有核心技术人员几名？是谁？,深圳市超频三科技股份有限公司,共有9位董事，分别是：周勇于、刘郁、杜建军、张正华、李光耀、寇凤英、窦林平、眭世荣、任笛。
158,449,湖南南岭民用爆破器材股份有限公司主要业务是什么？,湖南南岭民用爆破器材股份有限公司,公司主要从事民爆器材的生产和销售，主要包括工业炸药、雷管、导火索等产品。同时，公司还从事土石方挖掘、地基与基础工程、公路工程、房屋建筑工程等施工业务。
159,453,在哪些国家和地区，兰州海默科技股份有限公司必须通过当地公司销售产品和服务？,兰州海默科技股份有限公司,在中东、东南亚、北非等地区，必须通过当地公司销售产品和服务。
160,458,截至本招股意向书出具之日，广东银禧科技股份有限公司有多少发明专利正在申请？,广东银禧科技股份有限公司,截至招股意向书出具之日，有10项发明专利正在申请。
161,459,内蒙古君正能源化工股份有限公司的主营产品是什么？,内蒙古君正能源化工股份有限公司,氯碱产品、PVC、硅铁炉尾气余热利用项目
162,460,汉嘉设计集团股份有限公司主要无形资产有哪几类？,汉嘉设计集团股份有限公司," 
主要无形资产有如下几类：
(1) 购入的无形资产
(2) 自行开发的无形资产
(3) 土地使用权
(4) 与无形资产有关的支出
(5) 研究阶段支出和开发阶段支出"
163,464,自2020年3月20日起，确成硅化学股份有限公司 _产品出口退税率为多少？,确成硅化学股份有限公司,自2020年3月20日起，公司产品出口退税率提高至13%。
164,466,湖南南岭民用爆破器材股份有限公司取得的有效期是什么？,湖南南岭民用爆破器材股份有限公司,有效期为2008年。
165,467,海南双成药业股份有限公司使用的“甘美多兰”商标的所有权归哪家公司？商标的授权期限是多久？,海南双成药业股份有限公司," 
1. 商标的授权期限是2011年1月1日至2015年12月31日。
2. 商标的所有权归海南正本源药业有限公司。"
166,472,西安启源机电装备股份有限公司控股股东是谁？直接持有多少的股份？,西安启源机电装备股份有限公司,"截至本招股书签署之日，公司控股股东为赵友安，直接持有公司股票15,600,000股，占总股本的31.20%。"
167,476,截至2010年9月30日，深圳市铁汉生态环境股份有限公司在册员工共多少人？,深圳市铁汉生态环境股份有限公司,截至2010年9月30日，在册员工共243人。
168,484,珠海健帆生物科技股份有限公司的首席科学家是谁？,珠海健帆生物科技股份有限公司,郭延河
169,486,大连派思燃气系统股份有限公司在2014年度的纳税信用等级是多少？,大连派思燃气系统股份有限公司,"根据给定材料，2014年度公司的纳税信用等级是""AA""级。"
170,489,西安启源机电装备股份有限公司主要产品有哪些？,西安启源机电装备股份有限公司," 
1. HJX(D22)-400 型、HJX(D22)-600 型变压器铁芯电动数控横剪生产线
2. BRJ(S1)-700 型、BRJ(S1)-1000 型数字箔式线圈绕制机
3. DJX(3)-1250 硅钢带纵横混合剪切生产线
4. WRJ(Y)35/3100 型带压紧装置卧绕机
5. TR14-40 变压器立式铁芯粘带绑扎机
6. BRJ(S2)-1000 型、1400 型全数字箔式线圈绕制机"
171,491,北京天宜上佳高新材料股份有限公司产品生产所需的主要原料是什么？,北京天宜上佳高新材料股份有限公司,产品生产所需的主要原料是石墨。
172,494,昇兴集团股份有限公司本次发行的保荐人是？,昇兴集团股份有限公司,保荐人（主承销商）：招商银行股份有限公司
173,500,根据大连派思燃气系统股份有限公司招股意向书，目前，世界已探明的天然气储量主要集中在什么地区？天然气消费以哪些地区为主？,大连派思燃气系统股份有限公司," 
根据招股意向书，目前，世界已探明的天然气储量主要集中在北美、俄罗斯和欧洲地区。天然气消费以北美、欧洲和亚洲地区为主。"
174,502,联化科技股份有限公司在2007年第一次临时股东大会上审议并通过了哪些募集资金项目？,联化科技股份有限公司,"2007年第一次临时股东大会上审议并通过了如下募集资金项目：
1. 年产3万吨高档生活纸工程
2. 研究开发中心扩建工程项目
3. 营销网络建设项目"
175,513,2007年、2008年、2009年，南京中电联环保股份有限公司存货周转率分别为多少次？,南京中电联环保股份有限公司,2007年、2008年、2009年的存货周转率分别为4.86次、5.30次、6.06次。
176,515,根据招股意见书，公司何时整体变更为华瑞电器股份有限公司？,华瑞电器股份有限公司,2020年12月30日，经全国中小企业股份转让系统有限责任公司同意，公司在全国中小企业股份转让系统终止挂牌。2021年1月12日，公司完成工商变更登记，整体变更为股份有限公司。
177,516,根据浙江开尔新材料股份有限公司招股意向书，截至2010年末，合肥翰林总资产为多少？,浙江开尔新材料股份有限公司,"截至2010年末，合肥翰林总资产为29,624,525.79元。"
178,517,持有烟台杰瑞石油服务集团股份有限公司5%以上股份的股东有是谁？本次公开发行前，他们持有的股份分别占公司总股本的多少比例？,烟台杰瑞石油服务集团股份有限公司,持有5%以上股份的股东是李玉国，持有股份占比为45.19%。
179,520,截至2009年12月31日，杭州中恒电气股份有限公司的净资产是多少？,杭州中恒电气股份有限公司,30325.18万元
180,526,新疆浩源天然气股份有限公司实际控制人直系亲属控股的企业有哪些？,新疆浩源天然气股份有限公司,中国燃气控股有限公司、新奥燃气控股有限公司、华润燃气（集团）有限公司、香港中华煤气有限公司、深圳市燃气集团股份有限公司。
181,527,北京天宜上佳高新材料股份有限公司2017年度的营业收入和净利润分别为多少？,北京天宜上佳高新材料股份有限公司,"2017年度的营业收入和净利润分别为108,908.19万元和20,558.47万元。"
182,531,武汉兴图新科电子股份有限公司法定代表人是谁？,武汉兴图新科电子股份有限公司,根据以上材料，公司现任法定代表人为程家明。
183,533,在营销模式方面，云南沃森生物技术股份有限公司如何提高疫苗产品的品牌影响力？,云南沃森生物技术股份有限公司, 自主品牌建设及构建自身营销网络，可以使产品知识、学术推广、渠道管理、商务物流管理、终端推广、预防教育、产品不良反应应急处理等市场功能和各方资源能够快速有效地体现在市场一线。
184,541,烟台杰瑞石油服务集团股份有限公司面临的市场风险有哪些？,烟台杰瑞石油服务集团股份有限公司,"面临的市场风险包括：
1. 市场竞争风险：随着中石油、中石化和中海油三大集团深化企业改革，市场竞争加剧，可能影响公司未来的收入和盈利水平。
2. 管理风险：由于公司资产规模快速扩张，可能出现管理风险。
3. 应收账款回收风险：公司应收账款占比较高，存在回收风险。
4. 融资渠道单一风险：公司目前融资渠道较少，可能导致资金周转困难。
5. 净资产收益率下降风险：股票发行后，公司净资产将增加，可能导致净资产收益率下降。"
185,543,武汉兴图新科电子股份有限公司注册资本是多少？,武汉兴图新科电子股份有限公司,5460万元
186,544,华瑞电器股份有限公司成立以来的是否存在重大资产重组？如果存在，该重组是什么？,华瑞电器股份有限公司,"能
以下是依据给定材料提取的答案：
华瑞股份成立以来不存在重大资产重组。"
187,545,5、确成硅化学股份有限公司的子公司确成国际主营业务是什么？,确成硅化学股份有限公司,根据给定材料，可以回答问题。
188,550,内蒙古君正能源化工股份有限公司控股股东、实际控制人控制的其他企业有哪些？,内蒙古君正能源化工股份有限公司,内蒙古君正化工有限责任公司、乌海市君正商贸有限责任公司
189,554,华达汽车科技股份有限公司近年开发的代表性新产品及新技术有哪些？,华达汽车科技股份有限公司, <|TABLE_0333_0000.xlsx|>
190,556,海南双成药业股份有限公司的前身是什么？成立于何时？,海南双成药业股份有限公司,海南双成药业有限公司。成立于2010年11月4日。
191,558,根据江苏爱康太阳能科技股份有限公司招股意向书，从太阳能电池企业布局供给结构来看，大部分企业最主要分布在什么地区？,江苏爱康太阳能科技股份有限公司,从太阳能电池企业布局供给结构来看，大部分企业最主要分布在江苏地区。
192,559,东莞勤上光电股份有限公司目前主要竞争对手有哪些？,东莞勤上光电股份有限公司," 欧司朗光学半导体公司、飞利浦流明公司、GELore 等已经推出多系
列的大功率半导体照明产品；国内少数龙头企业如勤上光电、真明丽等已经在市场上站稳脚跟。"
193,565,报告期内，广东银禧科技股份有限公司国外销售收入占当期主营业务收入的比重分别是多少？,广东银禧科技股份有限公司,33.18%
194,566,海南双成药业股份有限公司制定了哪些环保和安全管理规程？,海南双成药业股份有限公司," 
1. 安全管理规程：
(1) 厂区安全管理规程
(2) 检验室安全管理规程
(3) 设备事故管理规程
(4) 安全用电管理规程
(5) 安全事故管理规程
(6) 停水、停电处理管理规程
(7) 化学危险品管理规程
(8) 质量事故管理规程
(9) 质检中心安全管理规程
2. 环保管理规程：
(1) 环境保护管理规程
(2) 厂区安全管理规程
(3) 安全用电管理规程
(4) 安全事故管理规程
(5) 厂区消防设施管理规程
(6) 环境污染应急预案"
195,567,在环保资质方面，森赫电梯股份有限公司取得了哪些排污许可证，有效期是什么时候？,森赫电梯股份有限公司,森赫电梯在“全国排污许可证登记管理信息平台”完成固定污染源排污登记，登记编号为913305006691654997001X，有效期至2025年3月25日。联合电梯完成固定污染源排污登记，登记编号为913305037352607271001Z，有效期至2025年4月28日。
196,571,常熟风范电力设备股份有限公司采取了哪些措施来降低实际控制人风险？,常熟风范电力设备股份有限公司,"公司采取了如下措施来降低实际控制人风险：
(1)建立了规范的内部控制体系，制定了有效的内控制度，保证了公司各项业务的正常运行和风险控制； (2)加强了对实际控制人的行为规范和监督，防止其滥用控制权； (3)积极履行信息披露义务，确保信息披露的真实、准确、完整和及时，保护投资者的合法权益。"
197,579,进入常熟风范电力设备股份有限公司所属行业的主要障碍有哪些？,常熟风范电力设备股份有限公司,"根据给定材料，进入所属行业的主要障碍有以下几点：
1. 公司管理水平、技术水平、售后服务水平和产品安全运行记录等多个要素，是企业在本行业内多年积累的成果。新进入企业即使获得了生产许可证，短期内也很难在品牌形象、项目经验这一重要认证要求中获得客户认同。
2. 输电线路铁塔是一个实践性比较强的行业，在行业管理体制、产品特性、客户群体、市场竞争状况等诸多方面都具有不同于其他行业的特点。目前国内市场铁塔设计一般都是由电力设计院或电网公司根据输电线路的具体要求进行现场勘查并设计。铁塔制造企业一般按照客户提供的图纸进行放样加工，因此放样技术至关重要，对于放样能力较弱的企业，在激烈的市场竞争中很容易被淘汰。
3. 国际市场上，铁塔产品在设计方面区别很大，各国的设计标准不同，原材料制造标准也不同。在设计方面，一般由客户负责，国内部分铁塔生产企业也可以根据客户的要求进行设计。因此，进入国际市场，须具备一定的自行设计能力。
4. 铁塔生产需要大型数控冲床和钻床、大型液压折弯机、大型热浸锌镀池等设备，进入本行业需投入较大资金购买大型生产设备。同时，为了规避原材料价格大幅波动带来的风险，铁塔企业一般在招标成功后，需及时采购原材料，并需向原材料供应商支付一定比例的定金；同时需向国家电网公司等支付合同总金额10%的履约保证金；项目完成后，国家电网公司等一般将10%的合同尾款作为质量保证金，因此生产商须有足够的流动资金来应对日常经营，本行业存在着较高的资金壁垒。"
198,582,深圳信立泰药业股份有限公司药品的生产工艺涉会产生哪些污染物？,深圳信立泰药业股份有限公司," 
(1) 废有机溶剂 (2) 活性碳渣 (3) 废水处理污泥 (4) 锅炉烟气 (5) 噪声"
199,586,2015年末珠海健帆生物科技股份有限公司的货币资金相比2014年末增加了多少？这个增加主要是由于什么原因？,珠海健帆生物科技股份有限公司,"2015年末的货币资金相比2014年末增加了1,551.88万元，主要是由于公司2014年度现金支出增加导致的。"
200,592,报告期内，深圳市超频三科技股份有限公司直接材料成本占营业成本比例分别为多少？,深圳市超频三科技股份有限公司,78.31%、75.40%、76.27%
201,595,湖南南岭民用爆破器材股份有限公司监事有谁？,湖南南岭民用爆破器材股份有限公司,明景谷、高育滨、廖辉蓉
202,596,深圳市铁汉生态环境股份有限公司公司的人才队伍有副研究员、高级工程师各几人？,深圳市铁汉生态环境股份有限公司,公司的人才队伍中有副研究员1人，高级工程师5人。
203,600,根据海南双成药业股份有限公司招股意向书，医药行业的主要销售渠道是怎样的？,海南双成药业股份有限公司,医药行业的主要销售渠道包括直销、电子商务、零售药店和医院等，其中直销模式主要包括电话销售、上门推销等方式，而电子商务则主要是通过互联网平台进行线上销售。此外，零售药店和医院也是重要的销售渠道之一，尤其是医院作为专业的医疗场所，可以直接向患者提供医疗服务，同时也是一些药品的首选销售途径。
204,601,江苏爱康太阳能科技股份有限公司实际控制人是谁？,江苏爱康太阳能科技股份有限公司,公司实际控制人为邹承慧。
205,610,2016年-2018年，北京天宜上佳高新材料股份有限公司参与并中标的铁总联采数量分别为多少？,北京天宜上佳高新材料股份有限公司,2016年-2018年，参与并中标的铁总联采数量分别为10039.01万元、4089.88万元和6052.63万元。
206,611,在与索特传动的产品争议中，浙江双飞无油轴承股份有限公司承担多少的维修发生额？,浙江双飞无油轴承股份有限公司, 公司与索特传动就轮子返修索赔事宜签订《解决协议书》，主要内容为公司承担80%的维修发生额共610.912万元;公司寄售库内的库存轴承在保证产品质量的前提下，由索特传动正常使用;自协议签订起，公司可重新申请供方认证;双方确定非正常轮子维修的标准，索特传动应及时向公司报告每月非正常轮子维修问题，公司如有异议，可到轮子维修地进行验证;公司自2018年11月起发生的轮子非正常返修，公司同意继续承担80%的责任，每年结算一次。因此，公司承担了80%的维修发生额。
207,615,2009年、2008年、2007年兰州海默科技股份有限公司的综合毛利率分别是多少？,兰州海默科技股份有限公司,2009年、2008年、2007年的综合毛利率分别为53.86%、56.62%、48.93%。
208,617,青海互助青稞酒股份有限公司2010年经备案的青稞收购量及实际采购量是多少？,青海互助青稞酒股份有限公司,"2010年经备案的青稞收购量及实际采购量分别是2,000吨和1,920.50吨。"
209,624,青海互助青稞酒股份有限公司2010年度营业收入与净利润是多少？,青海互助青稞酒股份有限公司,"2010年度营业收入为34,885.51万元，净利润为8,264.58万元。"
210,627,宁波立立电子股份有限公司主要产品是什么？,宁波立立电子股份有限公司, 公司以及下属控股子公司主要从事 4 英寸、5 英寸、6 英寸硅抛光片和硅外延片以及6英寸功率肖特基二极管芯片的生产、销售。公司主要产品包括4英寸、5英寸及6英寸轻掺硼、轻掺磷硅抛光片、4英寸、5英寸及6英寸重掺砷、重掺磷、重掺锑、重掺硼硅抛光片、以4英寸、5英寸及6英寸重掺砷、重掺磷、重掺锑、重掺硼硅抛光片作为衬底加工成的硅外延片以及6英寸功率肖特基二极管芯片。
211,629,根据深圳信立泰药业股份有限公司招股意向书，进入医药行业的壁垒较高，有哪几个方面？,深圳信立泰药业股份有限公司," 
1. 技术壁垒: 医药行业制药技术难度大，设备要求高，工艺路线复杂，对生产环境的要求非常严格。研究开发一个新药一般需要3-7年的时间，有的甚至长达十几年，对于研发人员的技术水平、经验积累等综合素质有很高的要求。
2. 市场壁垒: 我国医药行业企业数量多，盈利能力参差不齐，产品的差异化程度不高，市场竞争较为激烈。能够利用品牌优势、技术优势以及规模优势、品种优势，形成自身的技术特色的企业才能得到较好的发展，而生产品种单一、缺乏创新能力的企业则面临被淘汰的困境。
3. 资金壁垒: 医药行业尤其是新药研发需要投入大量资金，对企业财务状况要求较高。
4. 知识产权壁垒: 新药研发涉及大量的专利和技术保护，企业在研发过程中需要注意避免侵犯他人知识产权，同时也需要通过申请专利等方式保护自己的知识产权。"
212,630,截至2007年12月31日，宁波立立电子股份有限公司存货账面价值为多少？占总资产的多大比例？,宁波立立电子股份有限公司,"截至2007年12月31日，存货账面价值为144,526.97元，占总资产的19.94%。"
213,633,兰州海默科技股份有限公司的主要产品有哪些？,兰州海默科技股份有限公司," 
1、 公司的主要产品为多相流量计系列产品，具体包括：
（1）油井多相流量计
（2) 油田区块整体解决方案"
214,639,湖南长远锂科股份有限公司报告期内何时发生了重大资产重组？该重大资产重组是什么？,湖南长远锂科股份有限公司,不能根据给定材料回答问题。
