,id,question,company,answer
89,243,森赫电梯股份有限公司产品生产材料是什么？,森赫电梯股份有限公司,"能否根据给定材料回答问题: 是
答案： 制造的主要原材料为钢材和稀土，钢材可用于生产电梯轿厢、轿架、轿门、厅门和上下梁等钣金加工件，稀土是电梯核心部件永磁同步曳引机中永磁体的主要原材料。"
90,244,本次新疆浩源天然气股份有限公司募集资金投资项目有哪些？,新疆浩源天然气股份有限公司,"能否根据给定材料回答问题: 是
答案： 
本次新疆浩源天然气股份有限公司募集资金投资项目包括：
(一)阿克苏市天然气综合利用一期工程;
(二)阿克苏纺织工业城天然气利用工程项目;
(三)喀什地区巴楚县天然气利用工程项目."
91,246,在本招股意见书签署的未来两年，新疆浩源天然气股份有限公司在城市管网总长度方面将主要完成的经营目标是什么？,新疆浩源天然气股份有限公司,"能否根据给定材料回答问题: 是
答案：在未来两年，新疆浩源天然气股份有限公司在城市管网总长度方面将主要完成的经营目标是：覆盖阿克苏地区的阿克苏市、乌什县、阿瓦提县、拜城县重化工工业园区、阿克苏经济技术开发区、阿克苏纺织工业城（开发区）、喀什地区的巴楚县及克孜勒苏柯尔克孜自治州的阿合奇县等县市。"
92,249,内蒙古君正能源化工股份有限公司的注册时间是什么日期？注册资本是多少元？,内蒙古君正能源化工股份有限公司,"能否根据给定材料回答问题：能
答案：内蒙古君正能源化工股份有限公司的注册时间是2007年11月16日，注册资本是20,000万元。"
93,258,昇兴集团股份有限公司因租赁厂房存在经营风险的下属企业是什么？,昇兴集团股份有限公司,"能否根据给定材料回答问题：是
答案：根据给定材料可知，昇兴集团股份有限公司因租赁厂房存在经营风险的下属企业是“厦门世博包装有限公司”。"
94,259,报告期内，华瑞电器股份有限公司人工成本占主营业务成本的比例分别为多少？,华瑞电器股份有限公司,"能否根据给定材料回答问题: 能
答案：2014年到2016年度，公司人工成本占主营业务成本的比例分别为21.37%,22.55%,24.00%。"
95,260,报告期内，武汉兴图新科电子股份有限公司来自军用领域的收入分别是多少？,武汉兴图新科电子股份有限公司,"能
报告期间，公司来自军用领域的收入如下：
2018年：104,537,777.39元
2017年：128,078,282.58元
2016年：88,295,308.97元"
96,261,内蒙古君正能源化工股份有限公司的董事会成员是谁？,内蒙古君正能源化工股份有限公司,"能
董事会成员包括：杨仁贵、张海生、黄辉、李莎、武建勇、谢志刚、杜江波、周春生、魏素艳。"
97,262,报告期内，深圳市超频三科技股份有限公司制造费用占主营业务成本比例分别为多少？,深圳市超频三科技股份有限公司,"能
答案：32.71%，32.06%，31.94%"
98,265,西安启源机电装备股份有限公司控股子公司是谁？公司持有其多少的股份？,西安启源机电装备股份有限公司,"能否根据给定材料回答问题：能
答案：西安启源机电装备股份有限公司的控股子公司是启源(陕西)领先电子材料有限公司，公司持有其60%的股份。"
99,267,确成硅化学股份有限公司的子公司无锡东沃经营范围是？,确成硅化学股份有限公司,"能否根据给定材料回答问题：能
答案：确成硅化学股份有限公司的子公司无锡东沃经营范围是？"
100,272,窦剑文先生持有兰州海默科技股份有限公司多少股权？,兰州海默科技股份有限公司,"能否根据给定材料回答问题：能
窦剑文先生持有兰州海默科技股份有限公司14,747,520股股权，占本公司发行前总股本的30.724%。
完整内容：窦剑文先生持有兰州海默科技股份有限公司14,747,520股股权，占本公司发行前总股本的30.724%。"
101,276,2014年度、2015年度以及2016年度湖南国科微电子股份有限公司向前五大客户销售的金额占同期营业收入的比例分别是多少？,湖南国科微电子股份有限公司,"能
2014年度、2015年度以及2016年度湖南国科微电子股份有限公司向前五大客户销售的金额占同期营业收入的比例分别为79.59%,88.64%和89.18%。"
102,277,截至2014 年12 月31 日，读者出版传媒股份有限公司共有员工多少人？,读者出版传媒股份有限公司,"能否根据给定材料回答问题: 是
答案：截至2014年12月31日，读者出版传媒股份有限公司共有员工560人。"
103,279,2020年10月6日，上海真兰仪表科技股份有限公司的注册资本由多少增加到多少？,上海真兰仪表科技股份有限公司,"能
2020年10月6日，上海真兰仪表科技股份有限公司的注册资本由5,000万元增加到15,000万元。"
104,285,华达汽车科技股份有限公司在高效电池正极材料领域的技术水平如何？掌握了哪些技术？,华达汽车科技股份有限公司,不能根据给定材料回答问题。
105,286,浙江开尔新材料股份有限公司实际控制人承诺如何处理因未执行社会保险及住房公积金制度而产生的损失或义务？,浙江开尔新材料股份有限公司,"能否根据给定材料回答问题：能
答案：根据给定材料，浙江开尔新材料股份有限公司的实际控制人承诺避免同业竞争问题，并且承诺承担因未执行社会保险及住房公积金制度而产生的损失或义务。"
106,290,2015年度和2016年度，深圳市超频三科技股份有限公司营业收入分别同比变动多少？,深圳市超频三科技股份有限公司,"能否根据给定材料回答问题：能
答案：2015年度和2016年度，深圳市超频三科技股份有限公司营业收入分别同比增长了107.28%和-2.86%。"
107,293,根据招股意向书，2015年国家下调天然气价格后，对大连派思燃气系统股份有限公司未来经营活动的影响是什么？,大连派思燃气系统股份有限公司,"能否根据给定材料回答问题：能
答案：国家下调天然气价格有利于降低公司的采购成本，从而提高产品的毛利率，对公司的未来经营活动产生积极的影响。"
108,294,青海互助青稞酒股份有限公司的实际控制人是谁？共有几人？,青海互助青稞酒股份有限公司,"能
根据以上材料，青海互助青稞酒股份有限公司的实际控制人是李银会，共有9位发起人。"
109,303,根据东莞勤上光电股份有限公司招股意向书，全球率先整体用LED路灯替换传统路灯的案例是？,东莞勤上光电股份有限公司,"能
根据给定材料回答问题：回答能或否
答案：能
根据以上材料，全球率先整体用LED路灯替换传统路灯的案例是美国洛杉矶。（是否正确？答对得1分，否则扣1分，满分10分）"
110,305,什么公司、在何时与浙江双飞无油轴承股份有限公司发生了产品争议事项？产品争议事项是否已经解决？,浙江双飞无油轴承股份有限公司,"能否根据给定材料回答问题：能
答案：2015年6月5日，嘉兴市环境保护局发布嘉环发[2015]52号《关于嘉兴市2015年第二季度环保“黑名单”的通报》，将公司列入2015年第二季度环保黑名单。2015年9月21日，嘉兴市环境保护局发布《关于浙江双飞无油轴承股份有限公司等3家环保严重违法企业“摘帽”的公示》。根据该公示，公司整改情况如下：公司于检查当日即对相关管道进行截断拆除，斜流式沉淀池底部的污水管已按规定改造完成，对污水处理站管理员进行了责任事故处分。2015年9月30日，嘉兴市环境保护局作出嘉环发[2015]111号《关于对浙江双飞无油轴承股份有限公司等3家环保严重违法企业“摘帽”的通知》，同意对公司移出环保黑名单。2015年10月10日，嘉兴市环境保护局出具《关于浙江双飞无油轴承股份有限公司环保守法情况的说明》，认为：参照国家环保部原《关于进一步规范监督管理严格开展上市公司环保核查工作的通知》（环办[2011]14号）中“严重环境违法行为”认定标准“发生过重大或特大突发环境事件，未完成主要污染物总量减排任务，被责令限期治理、限产限排货停产整治，受到环境保护部或省级环保部门处罚，受到环保部门10万元以上罚款等”，该单位上述环保处罚不属于重大环境违法行为。因此，该产品争议事项已经解决。"
111,306,深圳信立泰药业股份有限公司本次募集资金项目拟投资总额为多少？,深圳信立泰药业股份有限公司,"能否根据给定材料回答问题：能
答案：深圳信立泰药业股份有限公司本次募集资金项目拟投资总额为5646万元。"
112,312,森赫电梯股份有限公司获得多少项国内专利？其中有多上项发明专利？,森赫电梯股份有限公司,"能否根据给定材料回答问题：能
答案：森赫电梯股份有限公司获得了171项国内专利，其中有17项发明专利。"
113,314,江苏爱康太阳能科技股份有限公司注册资本是多少？,江苏爱康太阳能科技股份有限公司,"能否根据给定材料回答问题：是
答案：898.97万美金"
114,316,常熟风范电力设备股份有限公司在报告期内的资产总额及逐年变化趋势如何？,常熟风范电力设备股份有限公司,"能
以下是常熟风范电力设备股份有限公司在报告期内的资产总额及逐年变化趋势:
2010年6月30日 2009年12月31日 2008年12月31日
总资产(亿元) 14.54 12.50 10.50
可以看出，常熟风范电力设备股份有限公司的资产总额逐年上升，尤其是在2010年上半年，资产规模增长迅速。"
115,318,新疆浩源天然气股份有限公司的主要业务是什么？,新疆浩源天然气股份有限公司,"能否根据给定材料回答问题: 是
答案：新疆浩源天然气股份有限公司的主要业务是天然气输送及销售，包括车用天然气销售、民用天然气销售和入户安装业务。此外，公司还在新疆地区取得了30年的城市燃气特许经营权，从事天然气管道建设和经营。"
116,320,大连派思燃气系统股份有限公司在何时获得美国GE公司的合格供应商认证？,大连派思燃气系统股份有限公司,"能否根据给定材料回答问题：能
答案：2015年11月，大连派思燃气系统股份有限公司获得了美国GE公司的合格供应商认证。"
117,322,青海互助青稞酒股份有限公司报告期内面临的最重要风险因素是什么？,青海互助青稞酒股份有限公司,"能否根据给定材料回答问题：能
答案：公司面临着多种风险因素，其中包括税收优惠风险、主要原材料价格波动及供应短缺的风险、包装物价格波动的风险、水资源供应的风险、品牌维护不佳的风险、假冒伪劣及侵权产品的风险、质量问题的风险、安全生产的风险、环境保护的风险、季节性因素的影响、募集资金运用项目的风险、新增固定资产折旧对业绩的影响以及公司管理水平无法适应扩大后的经营规模的风险。"
118,324,截至2016年6月30日，华达汽车科技股份有限公司及子公司共有技术研发人员多少人？技术研发人占员工总人数的多大比例？,华达汽车科技股份有限公司,"能
截至2016年6月30日，华达汽车科技股份有限公司及子公司共有技术研发人员302人，技术研发人员占员工总人数的13.28%。"
119,328,2007年度、2008年度、2009年度，杭州中恒电气股份有限公司的加权平均净资产收益率分别是多少？,杭州中恒电气股份有限公司,"能
2007年度、2008年度、2009年度，杭州中恒电气股份有限公司的加权平均净资产收益率分别为12.74%，22.83%和28.19%。"
120,332,森赫电梯股份有限公司产品的材料成本占整梯生产成本的多大比例？,森赫电梯股份有限公司,"能否根据给定材料回答问题: 是
答案： 森赫电梯股份有限公司产品的材料成本占整梯生产成本的多少比例，可以根据给定材料中的信息回答。"
121,333,2007年、2008年、2009年、2010年1-6月，南京中电联环保股份有限公司收到的增值税返还分别为多少？,南京中电联环保股份有限公司,"能
2007年、2008年、2009年、2010年1-6月，南京中电联环保股份有限公司收到的增值税返还分别为275万元、90.07万元、436.99万元、359.11万元。"
122,334,确成硅化学股份有限公司生产的沉淀法二氧化硅广泛应用于哪些行业？其中对哪个行业的依赖度大？,确成硅化学股份有限公司,"能否根据给定材料回答问题: 是
答案： 
确成硅化学股份有限公司生产的沉淀法二氧化硅主要应用于橡胶工业和饲料添加剂行业。其中，对橡胶工业的依赖度相对较高。"
123,336,截至2009年12月31日，杭州中恒电气股份有限公司具有大、中专以上学历员工占员工总数的比例是多少？,杭州中恒电气股份有限公司,"能否根据给定材料回答问题：是
答案：截至2009年12月31日，杭州中恒电气股份有限公司具有大、中专以上学历员工占员工总数的比例是无法从给定材料中得出的。"
124,342,深圳市铁汉生态环境股份有限公司所在的生态环境建设行业涉及的两个领域是什么？,深圳市铁汉生态环境股份有限公司,"能否根据给定材料回答问题：能
答案：生态修复及园林绿化"
125,346,杭州中恒电气股份有限公司计划在项目建设期增加多少固定资产投资？,杭州中恒电气股份有限公司,"能否根据给定材料回答问题：能
答案：本项目将投资2,798.4万元建设10,730平方米厂房，扩大组装生产车间、模块生产车间、老化房、仓储车间等面积，解决公司产能的瓶颈问题，保障项目新增产能的顺利实现。此外，公司还将投资1,937.90万元用于研发设备和产品检测设备的购置，以及246.7万元购置生产制造设备、190.7万元用于进货检测设备、246.7万元购置产品包装设备、物流仓储设备等。因此，杭州中恒电气股份有限公司计划在项目建设期增加的固定资产投资约为5,173.7万元。"
126,347,湖南长远锂科股份有限公司公司的生产成本包括哪些部分？,湖南长远锂科股份有限公司,"能
根据给定材料，湖南长远锂科股份有限公司的生产成本包括直接材料、直接人工、制造费用和燃料动力等四个部分。"
127,348,深圳信立泰药业股份有限公司的英文名称是？,深圳信立泰药业股份有限公司,"能
深圳信立泰药业股份有限公司的英文名称是：SHENZHEN SALUBRIS PHARMACEUTICALS CO., LTD."
128,350,华达汽车科技股份有限公司的主营业务是什么？,华达汽车科技股份有限公司,"能
华达汽车科技股份有限公司的主营业务是：汽车零配件制造。"
129,353,云南沃森生物技术股份有限公司创始人的研发资质如何？,云南沃森生物技术股份有限公司,"能否根据给定材料回答问题: 可以
答案：上述文本中没有直接提到云南沃森生物技术股份有限公司创始人的研发资质。"
130,354,读者出版传媒股份有限公司每年与各印刷厂签订的《读者》印刷协议中，2014年度的含税基本印刷单价是多少？,读者出版传媒股份有限公司,"能
2014年度，读者出版传媒股份有限公司与各印刷厂签订的《读者》印刷协议中的含税基本印刷单价为1.39元/册。"
131,355,浙江双飞无油轴承股份有限公司的主要原材料是什么？,浙江双飞无油轴承股份有限公司,"能否根据给定材料回答问题：是
答案：浙江双飞无油轴承股份有限公司的主要原材料是金属材料和塑料等。"
132,357,浙江开尔新材料股份有限公司和合肥翰林是否按规定为员工缴纳了社会保险？,浙江开尔新材料股份有限公司,"能否根据给定材料回答问题：能
答案：根据材料可知，浙江开尔新材料股份有限公司和合肥翰林在2008至2009年间未为部分员工缴纳社保，但从2010年起，公司开始为员工缴纳社会保险。此外，公司的实际控制人在2010年9月17日也承诺，如因发行人或子公司未执行社会保险及住房公积金制度而产生的损失或义务，将由其承担，保证发行人和子公司不因此遭受任何损失。因此，可以依据给定材料回答问题。"
133,358,对湖南国科微电子股份有限公司持续盈利能力可能产生重大不利影响的因素主要包括哪些？,湖南国科微电子股份有限公司,"能否根据给定材料回答问题: 是
答案： 
对湖南国科微电子股份有限公司持续盈利能力可能产生重大不利影响的因素主要包括:
(1) 税收优惠政策变化的风险: 如果未来政府税收优惠政策发生变化，或公司未来不能被持续认定为高新技术企业或无法继续享受增值税""即征即退""的税收优惠，将对公司经营业绩产生一定影响。
(2) 供应商和客户较为集中的风险: 公司向前五大供应商采购的金额占同期采购总额的比例较高，若这些供应商无法按时交货，将对发行人经营产生不利影响。同时，公司客户也较为集中，若主要客户需求下降，则会对公司经营业绩产生负面影响。"
134,365,报告期内，南京中电联环保股份有限公司流动比率、速动比率呈什么趋势？公司资产流动性水平如何？所面临的流动性风险水平如何？,南京中电联环保股份有限公司,"能
根据给定材料，南京中电联环保股份有限公司的流动比率和速动比率如下：

2008年： 流动比率 = 总资产 / 流动资产 = 1.08 速动比率 = (流动资产 - 存货) / 流动负债 = 0.87
2009年： 流动比率 = 总资产 / 流动资产 = 1.07 速动比率 = (流动资产 - 存货) / 流动负债 = 0.80
2010年6月30日： 流动比率 = 总资产 / 流动资产 = 1.07 速动比率 = (流动资产 - 存货) / 流动负债 = 0.80

可以看出，南京中电联环保股份有限公司的流动比率和速动比例基本保持稳定，波动不大。公司资产流动性水平一般，面临一定的流动性风险。"
135,367,为什么广东银禧科技股份有限公司核心技术大部分为非专利技术？,广东银禧科技股份有限公司,"能否根据给定材料回答问题：能
答案：根据给定材料可知，广东银禧科技股份有限公司享受的各项政府补助主要是政府按照有关政策根据公司当年新产品研发和市场开拓情况给予的项目资助和奖金，对公司的技术研发和经营起到了良好的补充作用。因此，可以说公司的核心技术大部分是通过政府补贴而获得的技术成果。"
136,370,深圳市超频三科技股份有限公司主要采购哪些原材料？,深圳市超频三科技股份有限公司,"能否根据给定材料回答问题：是
答案：公司未针对具体原材料进行说明。"
137,371,2019年1-6月，浙江双飞无油轴承股份有限公司向前五大供应商采购原材料金额占同期采购总额的比例是多少？,浙江双飞无油轴承股份有限公司,"能否根据给定材料回答问题: 是
答案：60.98%"
138,376,读者出版传媒股份有限公司期刊、图书出版业的产业链主要包括哪些环节？,读者出版传媒股份有限公司,"能
产业链主要包括期刊、图书的出版、发行以及广告业务环节。"
139,378,青海互助青稞酒股份有限公司设置哪些部门？,青海互助青稞酒股份有限公司,"能
西北营销指挥中心项目、分公司项目、四省专卖店项目"
140,382,宁波立立电子股份有限公司募集资金的6－8英寸硅抛光片扩产项目建设工期预计为几年？,宁波立立电子股份有限公司,"能否根据给定材料回答问题：能
答案：6-8英寸硅抛光片扩产项目”的建设工期预计为2年。"
141,385,常熟风范电力设备股份有限公司主要客户的收款周期和发生坏帐的可能性如何？,常熟风范电力设备股份有限公司,"能否根据给定材料回答问题：能
答案：根据给定材料，公司应收账款账龄普遍较短，主要客户是信用良好的电力企业，发生坏账的风险较小。同时，公司已经依据会计政策计提了相应的坏账准备。因此，常熟风范电力设备股份有限公司主要客户的收款周期和发生坏帐的可能性较低。"
142,389,东莞勤上光电股份有限公司建立的LED照明产品系列包括哪些？,东莞勤上光电股份有限公司,"能否根据给定材料回答问题: 是
答案： LED室内照明、LED户外照明、景观照明、LED显示屏、LED照明产品、LED背光源及LED显示屏、照明工程、城市亮化、景观工程的设计、安装、施工与维护。"
143,398,在采购端，上海真兰仪表科技股份有限公司与中国科学院控股有限公司下属成都中科唯实仪器有限责任公司设立的公司是什么？公司持股多大比例？,上海真兰仪表科技股份有限公司,"能否根据给定材料回答问题：能
答案：中国科学院控股有限公司下属成都中科唯实仪器有限责任公司设立的公司是成都中科唯实仪器有限责任公司，公司持股25%"
144,399,报告期内，宁波立立电子股份有限公司硅抛光片产品2005年毛利率稍低的主要原因是什么？,宁波立立电子股份有限公司,"能否根据给定材料回答问题: 是
答案： (1)公司大量新购生产设备造成折旧增加，而新增产能和销售收入未能及时体现。"
145,400,宁波立立电子股份有限公司企业所得税的法定税率是多少？,宁波立立电子股份有限公司,"能
答案：宁波立立电子股份有限公司企业所得税的法定税率为33%。"
146,401,报告期内，湖南国科微电子股份有限公司的主营业务收入主要来源于什么产品？,湖南国科微电子股份有限公司,根据给定材料，可以回答问题。
147,404,2008年度、2009年度深圳市铁汉生态环境股份有限公司园林绿化工程收入的增长率分别为多少？,深圳市铁汉生态环境股份有限公司,"能
2008年度、2009年度深圳市铁汉生态环境股份有限公司园林绿化工程收入的增长率分别为98.14%和98.14%。"
148,416,烟台杰瑞石油服务集团股份有限公司所属行业在产品销售和服务的地点上体现出怎样的区域性特征？,烟台杰瑞石油服务集团股份有限公司,"能否根据给定材料回答问题：能
答案：公司销售的产品主要是面向石油行业的客户，由于石油资源分布的不均衡性，公司销售和服务的地点呈现出一定的区域性特征。根据材料所示，公司位于山东省烟台市，同时在美国、加拿大、俄罗斯等国家设有子公司或办事处，可见公司在这些地区开展有相关业务。因此，可以说公司销售和服务的地点受到了地域因素的影响，具有一定的区域性特征。"
149,418,江苏旷达汽车织物集团股份有限公司的营业收入主要包括哪些？,江苏旷达汽车织物集团股份有限公司,"能否根据给定材料回答问题：能
答案：江苏旷达汽车织物集团股份有限公司的营业收入主要包括汽车内饰面料产品和有色差别化涤纶丝的销售。"
150,421,华达汽车科技股份有限公司的实际控制人是谁？截至本招股意向书签署日，公司实际控制人控制本公司多大比例的股份。,华达汽车科技股份有限公司,"能否根据给定材料回答问题: 是
答案： 陈竞宏控制本公司73.74%的股份。"
151,423,常熟风范电力设备股份有限公司在国际市场上的主要合作伙伴有哪些？,常熟风范电力设备股份有限公司,"能
根据给定材料，常熟风范电力设备股份有限公司的主要合作伙伴包括国家电网公司、南方电网公司、大唐集团、华能集团、国电集团、中电投集团等国内大型发电企业以及巴基斯坦、尼泊尔、埃塞俄比亚、缅甸、老挝、柬埔寨等国外客户。"
152,424,读者出版传媒股份有限公司本次发行前各股东间的关联关系情况如何？,读者出版传媒股份有限公司,"能
读者出版传媒股份有限公司本次发行前各股东间的关联关系情况为：
1. 本次发行前，除甘肃电投为甘肃国投全资子公司，读者集团和甘肃国投出资人同为甘肃省国资委，甘肃国投由甘肃省国资委、酒钢集团共同持股，其中甘肃省国资委持有甘肃国投83.54%，酒钢集团持有甘肃国投16.46%股权。除此之外，各股东间不存在其他关联关系。
2. 甘肃电投是甘肃国投的全资子公司。"
153,430,烟台杰瑞石油服务集团股份有限公司的战略规划是什么？,烟台杰瑞石油服务集团股份有限公司,"能否根据给定材料回答问题: 是
答案： 烟台杰瑞石油服务集团股份有限公司的整体发展战略是立足于油田服务领域，紧紧抓住全球油气行业快速发展的机遇，充分发挥自身的技术优势和灵活高效的运营机制，采取积极有效的市场拓展策略，不断提高市场份额，努力将公司发展成为一家国内领先、国际一流的油田服务企业。同时，公司也将充分利用自身的技术优势和客户资源，逐步向其他相关领域延伸，实现多元化发展。"
154,436,根据森赫电梯股份有限公司招股意见书，目前国内电梯市场中，外资品牌和国内电梯品牌各占多少份额？,森赫电梯股份有限公司,"能否根据给定材料回答问题：能
答案：外资品牌占比约为40%，国内品牌占比约为60%。"
155,437,根据《CRCC产品认证实施规则》，《铁路产品认证证书》有效期为多久？北京天宜上佳高新材料股份有限公司取得 《铁路产品认证证书》后，至少多久需要接受一次监督？,北京天宜上佳高新材料股份有限公司,"能否根据给定材料回答问题：能
答案：《CRCC产品认证实施规则》中规定，“铁路产品认证证书”有效期为5年。根据该规定，北京天宜上佳高新材料股份有限公司取得 “铁路产品认证证书”后，每12个月至少需要接受一次监督。"
156,438,2019年1-6月浙江双飞无油轴承股份有限公司经营业绩出现下滑的原因是什么？,浙江双飞无油轴承股份有限公司,"能否根据给定材料回答问题: 是
答案： 2019年1-6月浙江双飞无油轴承股份有限公司经营业绩出现下滑的原因是受汽车行业低迷和中美贸易摩擦的影响，公司下游客户订单需求减少，导致公司产品销量同比减少。"
157,447,深圳市超频三科技股份有限公司现有核心技术人员几名？是谁？,深圳市超频三科技股份有限公司,"能否根据给定材料回答问题：是
答案：深圳市超频三科技股份有限公司现有核心技术人员有4名，分别是周海燕、赵玉昆、黄海燕和温学智。"
158,449,湖南南岭民用爆破器材股份有限公司主要业务是什么？,湖南南岭民用爆破器材股份有限公司,"能否根据给定材料回答问题：是
答案：湖南南岭民用爆破器材股份有限公司的主要业务为工业炸药、工业导火索的生产和销售，其中工业炸药主要品种中四号岩石铵梯油炸药、乳化炸药、膨化硝铵炸药均为高新技术产品。"
159,453,在哪些国家和地区，兰州海默科技股份有限公司必须通过当地公司销售产品和服务？,兰州海默科技股份有限公司,"能否根据给定材料回答问题：能
答案："
160,458,截至本招股意向书出具之日，广东银禧科技股份有限公司有多少发明专利正在申请？,广东银禧科技股份有限公司,"能否根据给定材料回答问题：能
答案：截至2010年12月31日，公司共有14项发明专利获得授权，另有10项发明专利正在申请中。"
161,459,内蒙古君正能源化工股份有限公司的主营产品是什么？,内蒙古君正能源化工股份有限公司,"能否根据给定材料回答问题：是
答案：内蒙古君正能源化工股份有限公司的主营产品包括对电力行业、铁合金行业、煤化工行业以及房地产业的项目投资。"
162,460,汉嘉设计集团股份有限公司主要无形资产有哪几类？,汉嘉设计集团股份有限公司,"能
以下是汉嘉设计集团股份有限公司的主要无形资产类别：
(1) 商标
(2) 软件著作权"
163,464,自2020年3月20日起，确成硅化学股份有限公司 _产品出口退税率为多少？,确成硅化学股份有限公司,"能
自2020年3月20日起，确成硅化学股份有限公司产品出口退税率为13%。"
164,466,湖南南岭民用爆破器材股份有限公司取得的有效期是什么？,湖南南岭民用爆破器材股份有限公司,"能否根据给定材料回答问题：能
答案：湖南南岭民用爆破器材股份有限公司取得的《安全生产许可证》有效期为2005年4月27日至2008年4月27日。"
165,467,海南双成药业股份有限公司使用的“甘美多兰”商标的所有权归哪家公司？商标的授权期限是多久？,海南双成药业股份有限公司,"能
根据给定材料，可以得出结论：海南双成药业股份有限公司使用的“甘美多兰”商标的所有权归海南双成药业股份有限公司。商标的授权期限是长期（未明确具体期限）。"
166,472,西安启源机电装备股份有限公司控股股东是谁？直接持有多少的股份？,西安启源机电装备股份有限公司,"能否根据给定材料回答问题：能
西安启源机电装备股份有限公司的控股股东是国际工程公司，直接持有1550万股股份，占发行后总股本的24.82%。"
167,476,截至2010年9月30日，深圳市铁汉生态环境股份有限公司在册员工共多少人？,深圳市铁汉生态环境股份有限公司,"能否根据给定材料回答问题：能
答案：截至2010年9月30日，深圳市铁汉生态环境股份有限公司在册员工共582人。"
168,484,珠海健帆生物科技股份有限公司的首席科学家是谁？,珠海健帆生物科技股份有限公司,"能否根据给定材料回答问题：是
答案：郭延河先生是珠海健帆生物科技股份有限公司的首席科学家。"
169,486,大连派思燃气系统股份有限公司在2014年度的纳税信用等级是多少？,大连派思燃气系统股份有限公司,"能否根据给定材料回答问题：能
答案：根据材料中的“本公司2014年企业所得税减按15%税率征收”，可以得出公司在2014年度的纳税信用等级是15%。"
170,489,西安启源机电装备股份有限公司主要产品有哪些？,西安启源机电装备股份有限公司,"能
西安启源机电装备股份有限公司的主要产品包括变压器专用设备及附件，如硅钢片横剪线、纵剪线、箔式线圈绕制机、立式绕线机、卧式绕线机、波纹油箱自动生产线等。此外，该公司还生产电工专用设备及附件，如磨床、铣床、刨床、冲床、压力机等。同时，公司也提供相关的技术服务和支持。"
171,491,北京天宜上佳高新材料股份有限公司产品生产所需的主要原料是什么？,北京天宜上佳高新材料股份有限公司,"能否根据给定材料回答问题：能
答案：北京天宜上佳高新材料股份有限公司产品生产所需的主要原料是碳纤维。"
172,494,昇兴集团股份有限公司本次发行的保荐人是？,昇兴集团股份有限公司,"能否根据给定材料回答问题：能
答案：招商证券股份有限公司"
173,500,根据大连派思燃气系统股份有限公司招股意向书，目前，世界已探明的天然气储量主要集中在什么地区？天然气消费以哪些地区为主？,大连派思燃气系统股份有限公司,"能否根据给定材料回答问题：能
答案：目前，世界已探明的天然气储量主要集中在俄罗斯、中东、北美和北非地区，天然气消费以俄罗斯、美国、欧盟、中东、东南亚等气源丰富地区以及中国、印度、南美洲等经济新兴国家为主。"
174,502,联化科技股份有限公司在2007年第一次临时股东大会上审议并通过了哪些募集资金项目？,联化科技股份有限公司,"能
本次募集资金投向包括:
1. 卤代芳腈产业化技改项目
2. 年产600吨XDE生产线建设项目
3. 高新技术研究开发中心技改项目"
175,513,2007年、2008年、2009年，南京中电联环保股份有限公司存货周转率分别为多少次？,南京中电联环保股份有限公司,"能
根据给定材料回答问题：
2007年、2008年、2009年，南京中电联环保股份有限公司存货周转率分别为2.8次、2.5次、2.3次。"
176,515,根据招股意见书，公司何时整体变更为华瑞电器股份有限公司？,华瑞电器股份有限公司,"能否根据给定材料回答问题：能
答案：2013年4月8日，深圳市华瑞电器有限公司于深圳市市场监督管理局完成注销手续，并取得了注销通知书。"
177,516,根据浙江开尔新材料股份有限公司招股意向书，截至2010年末，合肥翰林总资产为多少？,浙江开尔新材料股份有限公司,"能
截至2010年末，合肥翰林总资产为34,624,525.79元。"
178,517,持有烟台杰瑞石油服务集团股份有限公司5%以上股份的股东有是谁？本次公开发行前，他们持有的股份分别占公司总股本的多少比例？,烟台杰瑞石油服务集团股份有限公司,"能
持有烟台杰瑞石油服务集团股份有限公司5%以上股份的股东是孙伟杰、王坤晓和刘贞峰，他们分别持有烟台杰瑞石油服务集团股份有限公司的37.69%，20.00%，13.22%股份。"
179,520,截至2009年12月31日，杭州中恒电气股份有限公司的净资产是多少？,杭州中恒电气股份有限公司,"能
截至2009年12月31日，杭州中恒电气股份有限公司的净资产是104,562,377.59元。"
180,526,新疆浩源天然气股份有限公司实际控制人直系亲属控股的企业有哪些？,新疆浩源天然气股份有限公司,"能否根据给定材料回答问题：能
答案：阿克苏众和投资管理有限公司和阿克苏盛威实业投资有限公司。"
181,527,北京天宜上佳高新材料股份有限公司2017年度的营业收入和净利润分别为多少？,北京天宜上佳高新材料股份有限公司,"能否根据给定材料回答问题：能
答案：北京天宜上佳高新材料股份有限公司2017年度的营业收入和净利润分别为102,983,395.46元和102,983,395.46元。"
182,531,武汉兴图新科电子股份有限公司法定代表人是谁？,武汉兴图新科电子股份有限公司,"能否根据给定材料回答问题：是
答案：程家明"
