,id,question,company
245,705,湖南长远锂科股份有限公司董事会成员是谁？,湖南长远锂科股份有限公司
246,712,南京中电联环保股份有限公司业务范围涉及哪些行业？,南京中电联环保股份有限公司
247,713,江苏爱康太阳能科技股份有限公司拥有的控股子公司是哪些？,江苏爱康太阳能科技股份有限公司
248,717,新疆浩源天然气股份有限公司上、下游企业有哪些？,新疆浩源天然气股份有限公司
249,720,西安启源机电装备股份有限公司上游行业发展状况对本行业制约情况如何？,西安启源机电装备股份有限公司
250,721,2018年度、2019年1～6月浙江双飞无油轴承股份有限公司出口美国收入占当期主营业收入的比例分别为多少？,浙江双飞无油轴承股份有限公司
251,723,2008年度深圳信立泰药业股份有限公司适用税率为多少的减半征收企业所得税的优惠政策？,深圳信立泰药业股份有限公司
252,724,湖南国科微电子股份有限公司设计的哪些产品具备较高的性价比，形成了较为明显的领先优势？,湖南国科微电子股份有限公司
253,726,读者出版传媒股份有限公司如何应对纸质媒体竞争加剧，消费群体扩张难度加大的经营管理风险？,读者出版传媒股份有限公司
254,729,截止本招股意向书签署日，持有北京天宜上佳高新材料股份有限公司5%以上股份的主要股东有谁？,北京天宜上佳高新材料股份有限公司
255,735,在2013年度至2016年度上半年间，华达汽车科技股份有限公司的各年（2016年度为上半年）加权平均净资产收益率（扣除非经常性损益后）分别为多少？,华达汽车科技股份有限公司
256,737,大连派思燃气系统股份有限公司拥有哪些制造许可证？,大连派思燃气系统股份有限公司
257,742,北京天宜上佳高新材料股份有限公司在生产环节使用的什么物质属于危险化学品？,北京天宜上佳高新材料股份有限公司
258,744,2009年度杭州中恒电气股份有限公司室外通信电源系统销售价格较2008年度上涨的主要原因是什么？,杭州中恒电气股份有限公司
259,746,南京中电联环保股份有限公司本次发行股数是多少？,南京中电联环保股份有限公司
260,750,深圳市铁汉生态环境股份有限公司如何发放劳务公司施工人员的工资？,深圳市铁汉生态环境股份有限公司
261,752,确成硅化学股份有限公司的控股股东是谁？,确成硅化学股份有限公司
262,754,宁波立立电子股份有限公司募集资金的6－8英寸硅抛光片扩产项目总投资为多少？,宁波立立电子股份有限公司
263,755,报告期内，珠海健帆生物科技股份有限公司核心技术产品的销售收入分别是多少？,珠海健帆生物科技股份有限公司
264,756,截至本招股意向书签署日，确成硅化学股份有限公司拥有几家控股子公司？,确成硅化学股份有限公司
265,757,报告期内，大博医疗科技股份有限公司主营业务的毛利率是多少？,大博医疗科技股份有限公司
266,761,本次发行前，东莞勤上光电股份有限公司总股本为多少？本次发行的股份约占发行后总股本的比例为多少？,东莞勤上光电股份有限公司
267,765,报告期内，海南双成药业股份有限公司保护氨基酸的采购量怎样变化？产生这样变化的主要原因是什么？,海南双成药业股份有限公司
268,766,湖南国科微电子股份有限公司所处行业竞争激烈，什么因素可能对公司的成长性带来不利影响？,湖南国科微电子股份有限公司
269,770,兰州海默科技股份有限公司的哪些产品处于推广阶段？,兰州海默科技股份有限公司
270,771,2008年南京中电联环保股份有限公司营业收入增长主要来源是什么？,南京中电联环保股份有限公司
271,772,在本招股意向书的报告期内，常熟风范电力设备股份有限公司生产所需的主要原材料是什么？,常熟风范电力设备股份有限公司
272,778,西安启源机电装备股份有限公司战略委员会成员由几名公司董事组成？,西安启源机电装备股份有限公司
273,782,截至2010年6月30日，西安启源机电装备股份有限公司在册员工总数为多少人？,西安启源机电装备股份有限公司
274,788,广东银禧科技股份有限公司设立时的发起人是谁？,广东银禧科技股份有限公司
275,790,2017年大博医疗科技股份有限公司收到了哪家公司的侵犯专利诉讼？,大博医疗科技股份有限公司
276,791,珠海健帆生物科技股份有限公司在哪些方面形成了较强的竞争优势？,珠海健帆生物科技股份有限公司
277,793,根据武汉兴图新科电子股份有限公司招股意向书，电子信息行业的下游主要包括哪些行业？,武汉兴图新科电子股份有限公司
278,794,招股意向书中所披露的湖南长远锂科股份有限公司的特别风险因素有哪些？,湖南长远锂科股份有限公司
279,795,武汉兴图新科电子股份有限公司参与的哪个工程荣获了国家科技进步一等奖？,武汉兴图新科电子股份有限公司
280,796,云南沃森生物技术股份有限公司先后承担了多少国家级、省级、市级课题项目？,云南沃森生物技术股份有限公司
281,797,海南双成药业股份有限公司的主导产品是什么？,海南双成药业股份有限公司
282,799,截止2006 年6月30日，湖南南岭民用爆破器材股份有限公司是否有长期借款，余额为多少？,湖南南岭民用爆破器材股份有限公司
283,800,北京天宜上佳高新材料股份有限公司的控股股东是谁？持有多少的股份？,北京天宜上佳高新材料股份有限公司
284,801,2007年广东银禧科技股份有限公司收购了银禧工塑多少股份？这次收购的目的是什么？,广东银禧科技股份有限公司
285,803,烟台杰瑞石油服务集团股份有限公司的劣势是什么？,烟台杰瑞石油服务集团股份有限公司
286,811,截至2017年12月31日，汉嘉设计集团股份有限公司无形资产原值为多少？ 账面价值为多少？,汉嘉设计集团股份有限公司
287,813,2007年度，联化科技股份有限公司向欧盟出口的销售收入占公司工业业务收入的比重是多少？,联化科技股份有限公司
288,815,报告期各期，深圳市铁汉生态环境股份有限公司 经营活动产生的现金流量净额分别为多少？,深圳市铁汉生态环境股份有限公司
289,818,珠海健帆生物科技股份有限公司的产品已覆盖全国多少个省市和医院？,珠海健帆生物科技股份有限公司
290,821,根据招股意向书，预计昇兴集团股份有限公司2015年1-3月实现销售收入的范围是？,昇兴集团股份有限公司
291,826,烟台杰瑞石油服务集团股份有限公司的产品和服务主要应用于哪个行业？,烟台杰瑞石油服务集团股份有限公司
292,827,大博医疗科技股份有限公司合并报表中商誉的金额是多少？,大博医疗科技股份有限公司
293,830,兰州海默科技股份有限公司的销售方式主要有哪两种？,兰州海默科技股份有限公司
294,834,2009年南京中电联环保股份有限公司支付给职工以及为职工支付的现金共计为多少？,南京中电联环保股份有限公司
295,836,云南沃森生物技术股份有限公司生产的的冻干A、C群脑膜炎球菌多糖结合疫苗具有怎样的国际地位？,云南沃森生物技术股份有限公司
296,837,浙江双飞无油轴承股份有限公司收入是否与其下游客户规模匹配？,浙江双飞无油轴承股份有限公司
297,843,内蒙古君正能源化工股份有限公司发行前每股净资产为多少元？,内蒙古君正能源化工股份有限公司
298,844,兰州海默科技股份有限公司的实际控制人是谁？,兰州海默科技股份有限公司
299,847,深圳信立泰药业股份有限公司注射盐酸头孢吡肟（信力威、1.0 克装）在2006 年、2007 年、2008 年、2009 年1-6 月的最高零售价格分别为多少？,深圳信立泰药业股份有限公司
300,851,广东银禧科技股份有限公司的控股股东是谁？,广东银禧科技股份有限公司
301,853,目前新疆浩源天然气股份有限公司的上游供应商是？,新疆浩源天然气股份有限公司
302,854,大博医疗科技股份有限公司的主要技术有哪些？,大博医疗科技股份有限公司
303,855,上海真兰仪表科技股份有限公司何时完成与主业不相关的电气业务剥离？,上海真兰仪表科技股份有限公司
304,857,读者出版传媒股份有限公司的主要业务是什么？,读者出版传媒股份有限公司
305,862,北京天宜上佳高新材料股份有限公司的注册资本是多少？,北京天宜上佳高新材料股份有限公司
306,866,2015年2016 年，汉嘉设计集团股份有限公司主营业务成本中，人工费用占主营业务成本比例分别为多少？,汉嘉设计集团股份有限公司
307,867,浙江双飞无油轴承股份有限公司客户为哪些行业的企业？,浙江双飞无油轴承股份有限公司
308,868,湖南长远锂科股份有限公司的采购模式是怎样的？,湖南长远锂科股份有限公司
309,871,浙江开尔新材料股份有限公司成立时主要产品有什么？,浙江开尔新材料股份有限公司
310,878,青海互助青稞酒股份有限公司本次发行后总股本不超过多少？,青海互助青稞酒股份有限公司
311,880,华达汽车科技股份有限公司的下游行业是什么？主要客户有哪些？,华达汽车科技股份有限公司
312,881,根据读者出版传媒股份有限公司招股意向书，2013年我国新闻出版产业的利润总额是多少？,读者出版传媒股份有限公司
313,884,内蒙古君正能源化工股份有限公司产业链的核心环节是什么？,内蒙古君正能源化工股份有限公司
314,885,海南双成药业股份有限公司的核心技术优势是什么？,海南双成药业股份有限公司
315,886,为防止技术失密，华达汽车科技股份有限公司采取了哪些措施？,华达汽车科技股份有限公司
316,887,大连派思燃气系统股份有限公司的技术开发机构在何时被认定为省级企业技术中心？,大连派思燃气系统股份有限公司
317,890,若2011年、2012年深圳信立泰药业股份有限公司未被认定为高新技术企业，则按照新税法规定，公司将分别按照多少税率缴纳企业所得税？,深圳信立泰药业股份有限公司
318,894,根据该招股意向书，江苏旷达汽车织物集团股份有限公司正在从事研发项目包括哪些？,江苏旷达汽车织物集团股份有限公司
319,901,海南双成药业股份有限公司的竞争劣势有哪些？,海南双成药业股份有限公司
320,907,读者出版传媒股份有限公司董事是谁？,读者出版传媒股份有限公司
321,909,江苏爱康太阳能科技股份有限公司报告期内第一大客户是谁？,江苏爱康太阳能科技股份有限公司
322,915,海南双成药业股份有限公司的经营范围是什么？,海南双成药业股份有限公司
323,916,江苏旷达汽车织物集团股份有限公司是否存在管理风险？有哪些管理风险？,江苏旷达汽车织物集团股份有限公司
324,918,广东银禧科技股份有限公司注册资本是多少？,广东银禧科技股份有限公司
325,921,大博医疗科技股份有限公司在2015年受到了哪些行政处罚？,大博医疗科技股份有限公司
326,922,2010年和2009年浙江开尔新材料股份有限公司签署的海外项目折合人民币金额分别是多少？,浙江开尔新材料股份有限公司
327,924,湖南长远锂科股份有限公司日常业务的经营主要涉及哪些部门？,湖南长远锂科股份有限公司
328,926,烟台杰瑞石油服务集团股份有限公司获得过哪些荣誉称号？,烟台杰瑞石油服务集团股份有限公司
329,928,南京中电联环保股份有限公司的住所为？,南京中电联环保股份有限公司
330,929,浙江开尔新材料股份有限公司本次发行拟发行股份多少？发行后总股本为多少？,浙江开尔新材料股份有限公司
331,930,2018年、2019年及2020年，森赫电梯股份有限公司境外销售收入分别为多少万元？占主营业务收入的比例为多少？,森赫电梯股份有限公司
332,932,珠海健帆生物科技股份有限公司计划投资多少资金用于扩建研发中心？,珠海健帆生物科技股份有限公司
333,933,根据中国证监会颁布的《上市公司行业分类指导》的规定，西安启源机电装备股份有限公司所属的行业大类、中类、小类是什么？,西安启源机电装备股份有限公司
334,937,江苏爱康太阳能科技股份有限公司成立时，主要发起人是谁？,江苏爱康太阳能科技股份有限公司
335,941,2017年1-6月，大博医疗科技股份有限公司水费单价为什么上升？,大博医疗科技股份有限公司
336,943,上海真兰仪表科技股份有限公司2020年增资的价格是多少？,上海真兰仪表科技股份有限公司
337,946,2015年至2017年，汉嘉设计集团股份有限公司来自浙江省内的业务收入占公司当期主营业务收入的比例分别是多少？,汉嘉设计集团股份有限公司
338,947,报告期内云南沃森生物技术股份有限公司销售的自产疫苗产品有哪些？,云南沃森生物技术股份有限公司
339,948,湖南长远锂科股份有限公司的主要产品有哪些？,湖南长远锂科股份有限公司
340,956,为了防范意外事故造成的损失，新疆浩源天然气股份有限公司何时购买了什么保险？,新疆浩源天然气股份有限公司
341,957,武汉兴图新科电子股份有限公司在哪个领域已经成为重要供应商？,武汉兴图新科电子股份有限公司
342,958,2007年度和2008年度杭州中恒电气股份有限公司经销的室内通信电源系统（集采产品）的价格是多少？,杭州中恒电气股份有限公司
343,960,根据招股意向书，昇兴集团股份有限公司与下游食品饮料行业中的哪些知名企业结成了良好的合作关系？,昇兴集团股份有限公司
344,964,项目建成达产后，杭州中恒电气股份有限公司将新增多少套通信电源系统和电力操作电源系统？,杭州中恒电气股份有限公司
345,965,华达汽车科技股份有限公司的主要原材料是什么？报告期间，主要原材料占公司主营业务成本比例约为多少？,华达汽车科技股份有限公司
346,966,根据江苏爱康太阳能科技股份有限公司招股意向书，2009年我国太阳能电池产量为多少？,江苏爱康太阳能科技股份有限公司
347,967,与江苏旷达汽车织物集团股份有限公司在行业内形成竞争的汽车内饰面料生产企业的合资企业和内资企业有哪些？,江苏旷达汽车织物集团股份有限公司
348,969,2017年，汉嘉设计集团股份有限公司因计提应收账款坏账准备产生的资产减值损失是多少？,汉嘉设计集团股份有限公司
349,971,2008年度、2009年度深圳市铁汉生态环境股份有限公司生态修复工程收入的增长率分别为多少？,深圳市铁汉生态环境股份有限公司
350,972,在本招股意向书的报告期内，常熟风范电力设备股份有限公司的综合毛利率分别为多少？呈现怎样的趋势？,常熟风范电力设备股份有限公司
351,974,东莞勤上光电股份有限公司应收账款净额在2008年末、2009年末、2010年末和2011年6月30日分别为多少？占资产总额的比重分别为多少？,东莞勤上光电股份有限公司
352,980,杭州中恒电气股份有限公司面临哪些人力资源方面的风险？,杭州中恒电气股份有限公司
353,981,根据联化科技股份有限公司招股意见书，精细化工产品与基础化工产品相比有哪些特性？,联化科技股份有限公司
354,986,浙江开尔新材料股份有限公司的主要原材料有哪些？,浙江开尔新材料股份有限公司
355,988,深圳市超频三科技股份有限公司目前主要产品是什么？什么是公司未来业务增长的重点产品？,深圳市超频三科技股份有限公司
356,992,报告期内，上海真兰仪表科技股份有限公司实际持有的哪些公司由自然人代为持股？何时该部分股份代持予以解除？,上海真兰仪表科技股份有限公司
357,996,2007年度，工业业务和贸易业务分别占联化科技股份有限公司毛利比重为多少？,联化科技股份有限公司
358,997,东莞勤上光电股份有限公司实际控制人是谁？持有多少股份？,东莞勤上光电股份有限公司
359,999,截至2009年12月31日，兰州海默科技股份有限公司的正式在册员工人数是多少？,兰州海默科技股份有限公司
