,id,question,formatted_answer
133,213,平安惠添纯债债券基金在20190930的季报里，前三大持仓占比的债券名称是什么?,根据平安惠添纯债债券基金20190930的季报，前三大持仓占比的债券名称分别为XXX、XXX和XXX。
134,214,帮我查询在2020年12月31日，代码为011131的基金前20大重仓股票中属于中信二级生物医药Ⅱ行业的平均市值是多少？小数点后保留不超过3位。,很抱歉，我无法理解你的问题。请提供正确的问题和答案，我将尽力帮助你。
135,216,在2019年11月16日，使用中信行业分类标准，股票代码003004是属于哪个一级行业的?,股票代码003004在2019年11月16日，根据中信行业分类标准属于电子一级行业。
136,218,"我想了解一下红塔红土基金管理有限公司2019年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",红塔红土基金管理有限公司2019年成立的债券型基金的管理费率平均值为0.3，四舍五入保留小数点两位。
137,219,我想知道股票000809在申万行业分类下的二级行业是什么？用最新的数据。,股票000809在申万行业分类下的二级行业是房地产开发和运营。
138,221,请帮我计算，代码为603108的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,根据提供的信息，我们需要知道2020年一年持有的股票代码为603108的股票的年初当天开盘价和年末收盘价。由于答案中没有提供这些数据，无法计算出年化收益率。请提供相应的数据以便计算。
139,223,"我想了解一下西部利得基金管理有限公司2020年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。",西部利得基金管理有限公司2020年成立的债券型基金的管理费率平均值为0.44，四舍五入保留小数点两位。
140,224,在2020年5月2日，使用中信行业分类标准，股票代码600483是属于哪个一级行业的?,根据2020年5月2日使用中信行业分类标准，股票代码600483属于电力设备及新能源一级行业。
141,225,请帮我查询出20200713日，公用事业一级行业涨幅超过5%（不包含）的股票数量。,根据查询结果显示，20200713日，公用事业一级行业涨幅超过5%（不包含）的股票数量为167091只。
142,227,20201231日，轻工制造一级行业有多少只A股股票？,20201231日，轻工制造一级行业共有310只A股股票。
143,228,20200204日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,根据提供的答案，我无法完整写出答案句。请提供正确的答案信息。
144,229,请帮我查询下，在2019年Q4季报报告中，007837基金的第一大重仓可转债同期还有多少只基金也进行了持仓？,在2019年Q4季报报告中，007837基金的第一大重仓可转债同期还有33只基金也进行了持仓。
145,232,20200706日，一级行业为机械的股票的成交金额合计是多少？取整。,20200706日，一级行业为机械的股票的成交金额合计是72456102478128.0元。
146,233,我想知道2020年的年度报告中，机构投资者持有的份额占比超过75%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,根据2020年的年度报告，有超过75%的基金中，机构投资者持有的份额占比超过75%的基金共有3501454511399.63份。
147,234,嘉实基金管理有限公司管理的其他型产品的数量有多少?,嘉实基金管理有限公司管理的其他型产品的数量为30个。
148,235,在2020年12月年报(含半年报)中，富安达科技领航混合A基金持有市值最多的前10只股票中，所在证券市场是深圳证券交易所的有几个？,在2020年12月年报(含半年报)中，富安达科技领航混合A基金持有市值最多的前10只股票中，有67只股票所在证券市场是深圳证券交易所。
149,236,"我想了解九泰聚鑫混合C基金,在2020年四季度的季报第1大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",九泰聚鑫混合C基金在2020年四季度的季报中，持有的第1大重股的涨跌幅为-97.21%。
150,237,我想知道股票300897在申万行业分类下的二级行业是什么？用最新的数据。,股票300897在申万行业分类下的二级行业是仪器仪表。
151,238,请帮我查询下股票代码为600977的股票在2019年内最高日收盘价是多少？,股票代码为600977的股票在2019年内的最高日收盘价是21.64。
152,241,我想知道东方阿尔法优势产业混合C基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2021年年度报告中，东方阿尔法优势产业混合C基金的前10大重仓股中，有30只股票在报告期内取得了正收益。
153,242,易方达基金管理有限公司2020年成立了多少基金?,易方达基金管理有限公司在2020年成立了65只基金。
154,245,20190723港股下跌的股票家数有多少家?,20190723港股下跌的股票家数有元家。
155,247,20210930日，一级行业为机械的股票的成交金额合计是多少？取整。,20210930日，一级行业为机械的股票的成交金额合计是63177077445370.0元。
156,248,20210607日，一级行业为公用事业的股票的成交量合计是多少？取整。,很抱歉，根据提供的答案，无法得出完整的答案句。请提供正确的问题和答案，我将尽力为您提供准确的回答。
157,250,我想知道鹏扬景科混合A基金，在2020年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在鹏扬景科混合A基金的2020年半年度报告中，前10大重仓股中没有任何股票在报告期内取得正收益。
158,251,针对2020年的年度报告，有多少家基金的个人投资者持有份额占比不足80%?,根据2020年的年度报告，有3014家基金的个人投资者持有份额占比不足80%。
159,252,我想知道大成高新技术产业股票C基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2021年年度报告中，大成高新技术产业股票C基金的前10大重仓股中，有30只股票在报告期内取得了正收益。
160,253,帮我查一下在2021年，代码为300238的A股股票今开盘高于昨收盘的天数？,"很抱歉，我无法识别问题中的""昨收盘(元)""这个词组。请提供正确的问题和答案，我将尽力为您提供帮助。"
161,254,20210121日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,20210121日，开盘价较上一交易日最高价高的股票有0只。
162,255,我想知道国寿安保国证创业板中盘精选88ETF基金，在2021年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2021年半年度报告中，国寿安保国证创业板中盘精选88ETF基金的前10大重仓股中，没有任何股票在报告期内取得正收益。
163,256,请帮我查询下股票代码为688010的股票在2019年内最高日收盘价是多少？,股票代码为688010的股票在2019年内的最高日收盘价是89.48。
164,257,我想知道2021年的中期报告中，机构投资者持有的份额占比超过66%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"根据2021年的中期报告，有4616只基金的机构投资者持有的份额占比超过66%。同时，这些机构投资者总共持有了109,854,354,686.63元。"
165,263,"请帮我查询下，在20200826，申万行业分类里一级行业为综合行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？",在20200826，申万行业分类里一级行业为综合行业的所有股票中，成交金额最多的股票的代码是XXX，成交金额为YYY元。
166,264,广发招财短债债券A基金在20190930且报告类型是季报的持债市值中，哪类债券市值最高？,"在广发招财短债债券A基金于20190930且报告类型为季报的持债市值中，未能识别的令牌是""债券类型""。很抱歉，无法提供哪类债券市值最高的答案。"
167,266,我想知道浙江浙商证券资产管理有限公司在2019年成立了多少只管理费率小于0.8%的基金？,浙江浙商证券资产管理有限公司在2019年成立了7只管理费率小于0.8%的基金。
168,268,我想知道2021年的中期报告中，机构投资者持有的份额占比超过15%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"根据2021年的中期报告，超过15%的基金中，鹏华添利宝货币B（基金代码：009824）是其中之一。机构投资者持有的份额占比为100.0%，总共持有额为879,500,402.87。"
169,269,创金合信鑫收益灵活配置混合E基金在20190930的季报里，前三大持仓占比的债券名称是什么?,创金合信鑫收益灵活配置混合E基金在20190930的季报中，前三大持仓占比的债券名称分别为19浙商银行CD036。
170,270,南方基金管理股份有限公司2019年成立了多少基金?,南方基金管理股份有限公司在2019年成立了66只基金。
171,271,请问股票代码为002641的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为002641的股票在2021年内有153个交易日的日成交量低于该股票当年平均日成交量。
172,273,请问股票代码为603679的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为603679的股票在2021年内有159个交易日的日成交量低于该股票当年平均日成交量。
173,274,帮我查询在2020年12月31日，代码为008376的基金前20大重仓股票中属于中信二级畜牧业行业的平均市值是多少？小数点后保留不超过3位。,很抱歉，我无法提供你所需的答案。
174,275,"请帮我查询下在2020年, 睿远基金管理有限公司管理的债券型基金中，持有过可转换债券的基金有多少只？",在2020年，睿远基金管理有限公司管理的债券型基金中，没有持有过可转换债券的基金。
175,278,我想知道在20200331的季报里，中银证券价值精选灵活配置混合投资的股票分别是哪些申万一级行业？,在20200331的季报中，中银证券价值精选灵活配置混合投资的股票没有提供申万一级行业的名称。
176,280,华瑞股份发生了几次股权转让？,华瑞股份目前尚未发生过股权转让。
177,281,请查询：在20201216，属于申万二级房屋建设行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,在20201216，属于申万二级房屋建设行业的A股股票的平均成交金额是115639904.689905。
178,282,"请查询：2021年12月年报(含半年报),持有17扬城建MTN001且是前10大重仓股的基金有几个？",根据查询结果显示，持有17扬城建MTN001且是前10大重仓股的基金共有1个。
179,283,查询下基金代码009407的基金，它的托管人是？,基金代码009407的基金的托管人是中国农业银行股份有限公司。
180,284,易方达恒盛3个月定期开放混合基金在20200331的季报里，前三大持仓占比的债券名称是什么?,易方达恒盛3个月定期开放混合基金在20200331的季报中，前三大持仓占比的债券名称分别为XXX、XXX和XXX。
181,287,报告期内，山东海看网络科技有限公司的IPTV用户数量如何变化？截至报告期各期末 IPTV业务用户数为多少？,在报告期内，山东海看网络科技有限公司的IPTV用户数量发生了变化。截至报告期各期末，IPTV业务用户数为多少。
182,288,报告期内山东海看网络科技有限公司因进行宣传和活动策划活动共产生的业务宣传费为多少？,报告期内山东海看网络科技有限公司进行宣传和活动策划活动共产生的业务宣传费为4202050145.0。
183,289,请帮我计算，在20210719，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20210719，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大的股票是股票代码为XXX，涨跌幅为XX.XX%。
184,291,"帮我算一下在20190408,代码为00326的港股日价格振幅是多少，小数点后保留不超过3位。","在20190408，代码为00326的港股日价格振幅是""no such column: 元""，小数点后保留不超过3位。"
185,292,报告期内，山东海看网络科技有限公司主营业务是什么？,报告期内，山东海看网络科技有限公司的主营业务是什么？
186,295,20201211港股下跌的股票家数有多少家?,20201211港股下跌的股票家数有元家。
187,296,帮我查一下诺德短债债券C基金在20200331的资产净值和单位净值是多少?,根据您提供的信息，诺德短债债券C基金在20200331的资产净值为X，单位净值为Y。请注意，实际数值需要根据具体情况查询确认。
188,297,广发聚荣一年持有期混合C基金在20211231的季报里，前三大持仓占比的债券名称是什么?,广发聚荣一年持有期混合C基金在20211231的季报里，前三大持仓占比的债券名称是19赣州城投MTN001。
189,298,请问2019年二季度有多少家基金是净申购?它们的净申购份额加起来是多少?请四舍五入保留小数点两位。,2019年二季度共有4059家基金是净申购，它们的净申购份额加起来是-31450009358.73（单位：元），四舍五入保留小数点两位。
190,299,"我想了解平安估值精选混合C基金,在2020年三季度的季报第5大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。","抱歉，根据提供的答案，无法得出平安估值精选混合C基金在2020年三季度的季报中第5大重股的涨跌幅。可能是因为提供的答案中没有包含相关数据或者数据库中没有名为""j.收盘价""的列。请提供正确的数据或者更详细的问题，以便我能够为您提供准确的答案。"
191,300,我想知道在20211231的季报里，中信保诚红利精选混合C投资的股票分别是哪些申万一级行业？,在20211231的季报里，中信保诚红利精选混合C投资的股票分别属于申万一级行业中的家用电器行业。
192,301,2021年二季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,2021年二季度没有基金发生净赎回，所以总共赎回的份额为0份。
193,302,广州中海达卫星导航技术股份有限公司的国内营销网络有多少个办事处和几家分公司？多少营销服务人员？,很抱歉，根据提供的答案，无法获取广州中海达卫星导航技术股份有限公司的国内营销网络中办事处的数量。
194,304,中国铁路通信信号股份有限公司本次发行前总股本为多少？本次发行后本公司总股本为多少？,中国铁路通信信号股份有限公司本次发行前总股本为持仓数量。本次发行后本公司总股本为持仓数量。
195,307,在2021年12月年报(含半年报)中，宝盈龙头优选股票A基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,在2021年12月年报(含半年报)中，宝盈龙头优选股票A基金持有市值最多的前10只股票中，有33只股票所在证券市场是上海证券交易所。
196,308,请查询在20200623日期，中信行业分类下汽车一级行业中，当日收盘价波动最大（即最高价与最低价之差最大）的股票代码是什么？,根据您提供的信息，在20200623日期，中信行业分类下汽车一级行业中，当日收盘价波动最大的股票代码是无法确定的，因为存在多个股票代码与最大波动相对应。请提供更具体的信息或者准确的股票代码，以便我能够给出准确的答案。
197,309,我想知道海富通基金管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？,海富通基金管理有限公司在2020年成立了9只管理费率小于0.8%的基金。
198,310,在2020年12月30日，使用中信行业分类标准，股票代码002319是属于哪个一级行业的?,股票代码002319在2020年12月30日，根据中信行业分类标准，属于基础化工一级行业。
199,311,请问在休闲服务行业，20190119行业的A股公司有多少?,在休闲服务行业，20190119行业的A股公司共有42家。
200,313,股票688200在20200227日期中的收盘价是多少?（小数点保留3位）,股票688200在20200227日期中的收盘价是267.980。
201,315,2020年三季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,"2020年三季度共有3931家基金发生了净赎回，总共赎回了294,586,541,275.61份额。"
202,317,在2019年12月季报中，持有中国移动这一股票且市值占基金资产净值比不小于5%的有几只基金？,在2019年12月季报中，持有中国移动这一股票且市值占基金资产净值比不小于5%的基金数量为0只。
203,319,帮我查一下南方景气驱动混合A基金在20211213的资产净值和单位净值是多少?,南方景气驱动混合A基金在20211213的资产净值为X元，单位净值为Y元。
204,321,2020年中期报告里，国泰基金管理有限公司管理的基金中，机构投资者持有份额比个人投资者多的基金有多少只?,在2020年中期报告中，国泰基金管理有限公司管理的基金中，没有提供关于机构投资者持有份额比个人投资者多的基金数量的相关数据。
205,323,我想知道申万菱信量化对冲策略灵活配置混合基金在20211231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,抱歉，我无法提供您所需的答案。
206,325,"请帮我查询下在2021年, 嘉实基金管理有限公司管理的债券型基金中，持有过可交换公司债券的基金有多少只？",很抱歉，根据提供的答案，我无法为您提供完整的答案句。提供的答案中提到了一个错误的列名“债券类型”，可能是查询语句中出现了错误。请提供正确的列名或者更详细的信息，我将尽力为您提供准确的答案。
207,326,我想知道海富通安益对冲策略灵活配置混合C基金在20211231的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,海富通安益对冲策略灵活配置混合C基金在20211231的年报(含半年报)中，其可转债持仓占比最大的行业是化工。
208,327,我想知道国泰民福策略价值灵活配置混合A基金在20200630的年报(含半年报)中，其可转债持仓占比最大的是哪个行业？用中信一级行业来统计。,在国泰民福策略价值灵活配置混合A基金的20200630年报(含半年报)中，无法找到可转债持仓占比最大的一级行业名称。
209,329,请问在钢铁行业，20190223行业的A股公司有多少?,在钢铁行业，20190223行业的A股公司共有89家。
210,330,"请帮我查询在2019年,北信瑞丰基金管理有限公司成立哪种类型的基金个数最多?",在2019年，北信瑞丰基金管理有限公司成立的基金中，混合型基金的个数最多，共有2只。
211,331,20210407日，请给出申万菱信安泰瑞利中短债债券C基金的管理人和累计单位净值。,申万菱信安泰瑞利中短债债券C基金的管理人是申万菱信基金管理有限公司，累计单位净值为1.0449。
212,335,我想知道股票688266在申万行业分类下的二级行业是什么？用最新的数据。,股票688266在申万行业分类下的二级行业是化学制药。
213,337,我想知道银华科技创新混合基金，在2021年年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在银华科技创新混合基金的2021年年度报告中，前10大重仓股中没有任何股票在报告期内取得正收益。
214,338,"假设股票日收益率计算公式为：日收益率 = （当日收盘价-昨收盘价）/昨收盘价。请帮我找到在2019年，申万行业分类行业划分标准,房地产一级行业中, 代码为多少的股票的日均收益率最高？",在2019年，申万行业分类行业划分标准中，房地产一级行业中，股票代码为多少的股票的日均收益率最高？
215,339,"我想了解长信沪深300指数增强A基金,在2019年一季度的季报第3大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",抱歉，根据提供的答案，无法获取长信沪深300指数增强A基金在2019年一季度的季报第3大重股的持仓股票当个季度的涨跌幅。
216,340,我想知道股票601615在申万行业分类下的二级行业是什么？用最新的数据。,股票601615在申万行业分类下的二级行业是电源设备。
217,341,我想知道股票300066在申万行业分类下的二级行业是什么？用最新的数据。,股票300066在申万行业分类下的二级行业是仪器仪表。
218,343,山东海看网络科技有限公司的IPTV业务功能包括哪些？,山东海看网络科技有限公司的IPTV业务功能包表中没有记录。
219,344,我想知道2019年的中期报告中，机构投资者持有的份额占比超过75%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"根据2019年的中期报告，有220只基金的机构投资者持有的份额占比超过75%。总体而言，他们总共持有了408,101,587,539.2元。"
220,345,在2020年12月年报(含半年报)中，宝盈祥裕增强回报混合C基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,在2020年12月年报(含半年报)中，宝盈祥裕增强回报混合C基金持有市值最多的前10只股票中，有62只股票所在证券市场是上海证券交易所。
221,349,在2021年12月年报(含半年报)中，博时鑫荣稳健混合C基金持有市值最多的前10只股票中，所在证券市场是上海证券交易所的有几个？,在2021年12月年报(含半年报)中，博时鑫荣稳健混合C基金持有市值最多的前10只股票中，有126只股票所在证券市场是上海证券交易所。
222,351,2020年二季度，有多少家基金发生了净赎回?总共赎回了多少份额?记得给我四舍五入到小数点后两位哦。,"2020年二季度共有3931家基金发生了净赎回，总共赎回了294,586,541,275.61份额。"
223,352,请问股票代码为002158的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为002158的股票在2021年内有161个交易日的日成交量低于该股票当年平均日成交量。
224,356,查询下基金代码167507的基金，它的基金类型是？,基金代码167507的基金是股票型基金。
225,359,在2019年报中，汇添富中证长三角一体化发展主题ETF联接A基金第八大重仓股的代码和股票名称是什么？,在2019年报中，汇添富中证长三角一体化发展主题ETF联接A基金的第八大重仓股的代码是600570，股票名称是恒生电子。
226,360,在2019年报中，东方红睿华沪港深灵活配置混合(LOF)A基金第六大重仓股的代码和股票名称是什么？,在2019年报中，东方红睿华沪港深灵活配置混合(LOF)A基金第六大重仓股的代码是XXX，股票名称是XXX。
227,361,请查询：在20210611，属于申万二级一般零售行业的A股股票，它们的平均成交金额是多少？小数点后保留不超过5位。,在20210611，属于申万二级一般零售行业的A股股票的平均成交金额是75994088.31372。
228,362,请问股票代码为002771的股票在2021年内日成交量低于该股票当年平均日成交量的有多少个交易日？,股票代码为002771的股票在2021年内有148个交易日的日成交量低于该股票当年平均日成交量。
229,363,"帮我算一下在20190114,代码为00080的港股日价格振幅是多少，小数点后保留不超过3位。",在20190114，代码为00080的港股日价格振幅是元。
230,364,"帮我算一下在20201222,代码为02198的港股日价格振幅是多少，小数点后保留不超过3位。",在20201222，代码为02198的港股日价格振幅是no such column: 元。
231,366,在2021年报中，平安安享灵活配置混合C基金第八大重仓股的代码和股票名称是什么？,在2021年报中，平安安享灵活配置混合C基金的第八大重仓股的代码是002475，股票名称是立讯精密。
232,368,股票600757在20200915日期中的收盘价是多少?（小数点保留3位）,股票600757在20200915日期中的收盘价是5.690。
233,369,请帮我计算，在20190312，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20190312，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大的股票是股票代码为XXX，涨跌幅为XX.XX%。
234,372,我想知道股票600887在申万行业分类下的二级行业是什么？用最新的数据。,股票600887在申万行业分类下的二级行业是食品加工。
235,373,招商基金管理有限公司管理的其他型产品的数量有多少?,招商基金管理有限公司管理的其他型产品的数量为72个。
236,374,"帮我算一下在20190502,代码为00292的港股日价格振幅是多少，小数点后保留不超过3位。","在20190502，代码为00292的港股日价格振幅是""no such column: 元""，小数点后保留不超过3位。"
237,375,我想知道股票300555在申万行业分类下的二级行业是什么？用最新的数据。,股票300555在申万行业分类下的二级行业是通信设备。
238,377,"我想了解红土创新稳健混合C基金,在2020年二季度的季报第1大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",红土创新稳健混合C基金在2020年二季度的季报中，第1大重股的持仓股票当个季度的涨跌幅为X%（四舍五入保留百分比到小数点两位）。
239,379,在2020年2月25日，使用中信行业分类标准，股票代码688012是属于哪个一级行业的?,根据2020年2月25日使用中信行业分类标准，股票代码688012属于电子行业。
240,380,我想知道2021年的年度报告中，机构投资者持有的份额占比超过30%的基金有多少，并且他们总共持有了多少?记得帮我保留两位小数。,"根据2021年的年度报告，超过30%的基金中，机构投资者持有的份额占比超过30%的基金共有3750只。此外，这些机构投资者总共持有了537,637,377,2264.57元。"
241,381,我想知道国泰金鹿混合在2020年Q1的季报中，该基金的第2大重仓股的代码是什么?,国泰金鹿混合在2020年Q1的季报中，该基金的第2大重仓股的代码是601668。
242,383,"请帮我查询在2019年,富荣基金管理有限公司成立哪种类型的基金个数最多?",在2019年，富荣基金管理有限公司成立的股票型基金个数最多为4个。
243,384,博时基金管理有限公司2019年成立了多少基金?,博时基金管理有限公司2019年成立了43只基金。
244,386,在2021年10月15日，使用中信行业分类标准，股票代码000828是属于哪个一级行业的?,股票代码000828在2021年10月15日使用中信行业分类标准属于交通运输一级行业。
245,387,我想知道华安汇嘉精选混合C在2020年Q4的季报中，该基金的第3大重仓股的代码是什么?,华安汇嘉精选混合C在2020年Q4的季报中，该基金的第3大重仓股的代码是601012。
246,388,20210618日，一级行业为基础化工的股票的成交量合计是多少？取整。,抱歉，我无法回答这个问题，因为我无法获取实时股票数据。
247,390,请查询在2021年度，688728股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,在2021年度，688728股票涨停的天数为2天。
248,391,请帮我查询出20210506日，建筑材料一级行业涨幅超过5%（不包含）的股票数量。,抱歉，由于存在模糊的列名“股票代码”，无法为您提供完整的答案句。请提供清晰的列名或者进一步的信息，以便我能够为您提供准确的答案。
249,392,"我想了解易方达稳健收益债券C基金,在2021年二季度的季报第5大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",易方达稳健收益债券C基金在2021年二季度的季报中，持有铁建重工股票，但未公布该股票当个季度的涨跌幅。
250,393,我想知道兴全安泰平衡养老目标三年持有期混合(FOF)A基金在20190331的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,兴全安泰平衡养老目标三年持有期混合(FOF)A基金在20190331的季报中，其可转债持仓占比最大的行业是银行。
251,394,我想知道东方红品质优选两年定期开放混合基金，在2021年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2021年半年度报告中，东方红品质优选两年定期开放混合基金的前10大重仓股中，没有一只股票在报告期内取得正收益。
252,395,我想知道在2021年，摩根基金管理(中国)有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,在2021年，摩根基金管理(中国)有限公司已发行的基金中，有29只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)。
253,396,请查询在2021年度，600373股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,抱歉，我无法为您提供准确的答案，因为我无法查询股票涨停天数的具体数据。
254,397,我想知道在2020年，广发基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,在2020年，广发基金管理有限公司已发行的基金中，有108只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)。
255,402,我想知道股票601086在申万行业分类下的二级行业是什么？用最新的数据。,股票601086在申万行业分类下的二级行业是一般零售。
256,403,请帮我查询下，在2019年09月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,在2019年09月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是XXX基金，差额为XXX份额。
257,405,请帮我计算，在20190114，中信行业分类划分的一级行业为建材行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,抱歉，我无法回答这个问题，因为我无法获取20190114中信行业分类划分的一级行业为建材行业中，涨跌幅最大股票的股票代码和涨跌幅数据。
258,406,请问在机械设备行业，20190508行业的A股公司有多少?,在机械设备行业，20190508行业的A股公司有536家。
259,407,我想知道国寿安保基金管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？,国寿安保基金管理有限公司在2020年成立了20只管理费率小于0.8%的基金。
260,408,20200722日，一级行业为化工的股票的成交金额合计是多少？取整。,抱歉，我无法回答你的问题，因为数据库中没有关于20200722日化工行业股票成交金额的数据。
261,409,博时基金管理有限公司管理的债券型产品的数量有多少?,博时基金管理有限公司管理的债券型产品的数量有50个。
262,410,请列出工银瑞信基金管理有限公司在2019年成立并且托管人为平安银行股份有限公司的所有基金的基金托管费率的平均数。,工银瑞信基金管理有限公司在2019年成立并且托管人为平安银行股份有限公司的所有基金的基金托管费率的平均数为0.1。
263,411,20211229日，请给出工银瑞信消费行业股票A基金的管理人和累计单位净值。,工银瑞信基金管理有限公司管理着工银瑞信消费行业股票A基金，截止20211229日，该基金的累计单位净值为1.493。
264,412,20190318日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,20190318日，开盘价较上一交易日最高价高的股票有1619160只。
265,413,"请查询：2021年12月年报(含半年报),持有21昆山农商二级且是前10大重仓股的基金有几个？",根据查询结果，2021年12月年报(含半年报)中持有21昆山农商二级且是前10大重仓股的基金数量为0个。
266,414,"请帮我查询下，在20211117，申万行业分类里一级行业为商业贸易行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？",在20211117，申万行业分类里一级行业为商业贸易行业的所有股票里，成交金额最多的股票代码是XXXXX，成交金额为XXXXX元。
267,415,嘉实基金管理有限公司管理的混合型产品的数量有多少?,嘉实基金管理有限公司管理的混合型产品的数量有38个。
268,417,招商基金管理有限公司2019年成立了多少基金?,招商基金管理有限公司2019年成立了36只基金。
269,419,海富通稳健养老目标一年持有期混合(FOF)A基金在20210331的季报里，前三大持仓占比的债券名称是什么?,海富通稳健养老目标一年持有期混合(FOF)A基金在20210331的季报里，前三大持仓占比的债券名称是20国债15。
270,420,请列出汇添富基金管理股份有限公司在2020年成立并且托管人为中国农业银行股份有限公司的所有基金的基金托管费率的平均数。,汇添富基金管理股份有限公司在2020年成立并且托管人为中国农业银行股份有限公司的所有基金的基金托管费率的平均数为0.15。
271,422,在2020年6月7日，使用中信行业分类标准，股票代码002162是属于哪个一级行业的?,股票代码002162在2020年6月7日使用中信行业分类标准属于建材一级行业。
272,425,中国铁路通信信号股份有限公司本次上市选择的标准为预计市值不低于人民币多少？最近一年营业收入不低于人民币多少？,中国铁路通信信号股份有限公司本次上市选择的标准为预计市值不低于人民币150亿元，最近一年营业收入不低于人民币60亿元。
273,426,"在20211231的年报(含半年报)中，泰康长江经济带债券A基金的债券持仓,其持有最大仓位的债券类型是什么?",在20211231的年报(含半年报)中，泰康长江经济带债券A基金的债券持仓中，其持有最大仓位的债券类型是金融债券。
274,427,在2020年报中，方正富邦沪深300ETF基金第一大重仓股的代码和股票名称是什么？,在2020年报中，方正富邦沪深300ETF基金第一大重仓股的代码是600519，股票名称是贵州茅台。
275,428,股票002648在20210803日期中的收盘价是多少?（小数点保留3位）,股票002648在20210803日期中的收盘价是39.95。
276,429,南方基金管理股份有限公司2020年成立了多少基金?,南方基金管理股份有限公司在2020年成立了79只基金。
